1: 卧槽看着评论我都不敢玩了。
383: 这也没法玩了，一天只能玩一个多小时，体力也没，精力也没，刷商店太贵，刷的次数也少，进游戏都不知干啥好，真心评价：等你改善，继续关注，

384: 毫无可玩行，基本没活动

385: 好玩，不过打九尾的时间能换个早点的吗，而且给的东西也少的可怜

386: 大厅礼包兑换出错给不起就别)显示礼包草泥马

387: 不能充值

388: 太爽了鸣人原来可以进阶的，现在我已经有好多人物了哈哈都是s级的。有一小部分是A级的。

389: 挺好的，官方能不能给多点金币现在生装备都生不起

390: 真的有版权？

391: 垃圾游戏垃圾客服草泥马

392: 好玩是不错，但是8区为啥进不去

393: 刚出的八区进不去提示版本与服务器不一致其他区都进的去坑爹玩意

394: 不会设计游戏就不要设计游戏，设计个烂东西，老子40多万还打不过三影之死困难，草泥马

395: 七天过去了  忍币都没有了  还咋玩啊  金币还少的可怜

396: 几个意见先说游戏羁绊系统少而且有的不合理，再有游戏技能不合理而且特效少基本就是普攻的加强，三就是声音特效，四呢副本开发套装装备的刷新等。这是我玩了几个小时的游戏感觉，希望游戏越来越好不要辜负我们的期望

397: 我vip5居然领不到那个vip5的礼包！！！还喊我去游戏中提高vip等级！！！

398: 经常闪退 你TM逗我？

399: 真是太好玩了，抽中紫卡的概率高。

400: 支持作者！

401: 经常闪退

402: 还可以，希望出忍村战，多让玩家交流，一起玩，然后出组队副本什么的

403: 新得到的忍者怎么出阵

404: 抽了两次10连抽只得4个12资质的忍者，这游戏真心难玩

405: 真垃圾，级数升不上去，还面临没有金币的境地，各种技能也很无语，不好玩啊，差太远了

406: 比起忍者百分百差太多了，最起码音乐听着不带感觉，好怀念百分百

407: 真的很失望,都不如普通的卡牌游戏

408: 天道佩恩竟然才12    破鬼鲛都14   太伤心了   看没看过火影啊    瞎整

409: 忍者怎么出战

410: 不好玩，还不如玩其他手机卡牌游戏

411: 无法更新

412: 忍者能力参差不齐，还有很多羁绊忍者不知道去哪了，抄袭能抄全面点么？

413: 和我的名字一样，都招宅男的喜欢！

414: 侮辱我的童年

415: 故事情节很到位，很连贯，只是副本略难，铜币也不好挣，希望改善一下。

416: 他妈忍者这么少，想当年劳资忍百佩恩都集齐了

417: 还正版授权！游戏里面是什么鬼配乐？？人物对话也没有配音！秒卸载！

418: 下载100多万次！！评论只有1000多！这差距有点大啊！！

419: 真是一星都不想给，简直是坑爹的游戏。连普普通通的boss都设置到那么难，40万战力都打不过，坑的要死。浪费我几天时间

420: 真的tm坑，劳资冲钱三个十连，全部给我一样的忍者，难道，你想说这是几率问题。

421: 这真的是一星都不想给啊

422: 不是说送代金券

423: 有破解你玩毛线啊

424: 几天一个新区呢？

425: 垃圾玩意没破解

426: 可以玩的，曾经的忍者百分百强行被关了之后我就一直在等。玩起来也还是差不多，可人实在少的可怜也不开新区。请大家不要再把这款游戏扼杀掉了，进来试试吧。真心喜欢火影和这种老卡牌结合的游戏。

427: 我更新完了，登上去了

428: 更新过去游戏，提示版本不行，什么游戏啊

429: 我对这个软件无语了

430: 忍百你快回来~我以前那些努力不重要,现在只要你回归,不被收购就好,我们可以从新开始

431: 自封官方的哪里来的自信？别以为申请个官方就能让我们玩下去,我们又不傻,好玩就玩,不好玩就删,管它是不是官方,

432: 多做个几年吧,游戏实在太差了

433: 更新到6%就更新不了，重新安装也一样。刚冲了钱就这样，什么意思？

434: 又他妈是卡牌游戏

435: 游戏还行，但是不能更新啊，一直失败

436: 更新不了

437: 为什么不能更新

438: 看了下面的那些托我也真是tm醉了，确实是个垃圾游戏

439: 垃圾

440: 啥东西，程序员是白痴吗

441: 更新不了也进不了。。。。差劲

442: 一星差评就不显示评论？垃圾

443: 能给零分吗

444: 艹，玩不了了

445: 更新不了。

446: 更新不了

447: 完全更新不了！什么破东西！

448: 这样的游戏实在玩不下了.亏我满怀期待.要不就晚几年发行。别拿歌半成品在这里摆着。免费抽个忍者要那么久？而且抽到的全是蓝卡.除非十连,还有开服狂欢,忍着百分百和放开那三国都一千一千的给,你那？剧情也完全没新意,什么玩意？说好的剧情那？

449: 完全更不了

450: 老是什么文件失败的，卸载再下也不行，什么情况，这就是更新啊！！！

451: 更新不了，没法玩了

452: 昨天玩了会，今天就更新不了了！烦

453: 刚充了钱还没三天就更新不了还怎么玩

454: 更新废了！！根本进不去

455: 打不开啊混蛋

456: 草、怎么回事、更新不了？

457: 更新失败？求解释

458: 其实只是360版本才更新出错。360真是越做越下去了

459: 更新不了   臭傻逼

460: 更新进不去

461: 这是啥客户端？更新一直报错！

462: 更新失败，草草哒

463: 好个屁！真心渣渣.有特色么？！还官方手游？别毁了我的火影了.再等个三四年.我将要创作一个全新的火影手游！

464: 能给我说说为什么更不了么

465: 卧槽 跟新不了 什么东西 能不能好好玩啊差评草

466: 什么时候能更新啊

467: 更新不了，废物

468: 怎么回事，更新不成老出错

469: 刚在九游下载这游戏、就能玩、至少不会闪退什么的、360的雷之国6区、九游的是火之国的、早上开11区、区都不一样的？

470: 是维护吗？为什么登不上去？

471: 更新不了？？

472: 更新不能玩，坐等补偿

473: 为何不能进游戏。。。(╯з╰)

474: 卷完钱跑路了

475: 尼玛，更新失败是几个意思

476: 刚玩儿两天刘更新了，还进不去了，更新失败！能靠谱点么？

477: 什么啊 都更新不了 还怎么玩

478: 更新不了，差评！

479: 全部一分，垃圾！！！

480: 更新的啥鬼啊怎么老是失败

481: 更新失败。。。。

482: 更新不了，啥情况？

483: 垃圾游戏

484: 怎么进不去   老是更新失败

485: 再很新不了就变一星了

486: 妈的，更新更不了！草，什么玩意

487: 更新老出错

488: 真是垃圾更新不了，投诉垃圾垃圾

489: 呵呵文件错误

490: 今天进不去

491: 更新失败，请官方给出解释

492: 玩不了

493: 草，什么更新啊，都更新不了的，老显示更新失败，怎么玩

494: 删了再见，什么正版？连盗版都不如

495: 完全更新不了了，卸载，关机，都不行

496: 艹，更新不了，玩毛啊

497: 垃圾，更新不了，浪费时间

498: 为什么更新不了，这破游戏。

499: 进不去了，草

500: 不怎么样，铜币非常缺，除非充钱。开卷轴几率太低，没有玩下去的动力

501: 从新下载都不行，什么玩意

502: 刚冲的月卡  就不让玩了？

503: 怎么进不去了啊，更新老是说失败……

504: 进不去

505: 我靠…刚冲钱就服务器进不去？逗我？？

506: 怎么更新不了啊，  游戏都进不去

507: 为啥我更新不了、、、、老是现视更新失败

508: 服了，一个游戏都更新不了，老是文件出错，重删再下都不新，哎，真心无语这些官方的人

509: 能不能做好点?更新一次登陆半天进不去

510: 更新之后根本不能玩啊，总是出错

511: 今天更新老是失败呢？

512: 更新列表失败。哎。官方火影就这样。别的意见就不想说了。哎 太失望了

513: 百分百不能玩了，无奈啊。。

514: 画风很不错，目前来最好的火影手游（当然和咱们的忍百没法比），总体我提出以下观点，游戏背景音乐太单调（大哥你就不会每个副本的音乐不同吗），释放技能没声优（不会电脑合音吗，你这么渣忍百知道吗?），大哥开高级卷轴几率能提高吗?（会不会赚钱?里面没吸引人的东西），大多火迷都是奔着忍百来的，大哥设置主角能加女主角吗？不觉的阳气太重了吗，建议个新意的提点，火影的所有角色供我们挑选成主角，想想还有点小激动。

515: 一般般，抄袭百分百，却没百分百好玩，主要是羁绊设计不好

516: 登得上去呀？你让手机休息一下试试，这玩起来还真爽，赞！

517: 他奶奶的老是闪退

518: 耍不起啊，没钱就等着被虐吧

519: 怎么登不上去

520: 好像现在游戏不充钱就是被虐的啊。

521: 虽说我玩了但几个头像打来打去真心无聊

522: 我来试试

523: 感觉30级以后不充钱玩不上去了。

524: 完全比不得，太尼玛垃圾了。还是忍百好玩

525: 明显抄袭忍百几乎一样 所以我才玩的 因为忍百关服了 唉以前忍百真的很好的

526: 总是闪退，还让人玩不，

527: 为什么改名字，没有确认按键？？

528: 我是冲着忍百才来的，表示这就是仿忍百好伐

529: 为什么下载了，安装不上

530: 很棒，大家来顶

531: 很不错啊我玩着，不要跟我说什么忍百好玩，我没玩过，人都是先入为主，第一次玩的都是经典，一千个人眼里有一千个林黛玉，我第一次玩这类卡牌游戏，感觉好玩，仅此而已。爱玩玩，不玩就走。自己觉得什么游戏好玩自己就去玩，不要到处说脏话，侮辱他人智商。

532: 为什么打开玩了一会就自动弹出来支付宝呀

533: 能不能别霸占着版权出这种有辱火影的游戏!

534: 刚下来试试看

535: 太假，能不能做的想点人样？

536: 太假了。都是别人在打，只是点退出或进入之类的。

537: 垃圾，连忍百的屁都比不上。

538: 说好的代金卷呢？

539: 首充打不开！!!

540: 忍百，快给我换回来

541: 体验快乐，我的名字就是宅男都喜欢的！

542: 真心不好玩，毁童年

543: 草泥马，六区，是不是不开了？？开不起，就关了，等两天了

544: 浪费我表情

545: 打不开，我去什么鬼

546: 还我们忍百

547: 一般吧，钱不够，就得充钱否则没法玩

548: 越往后越没法玩，没钱根本没法玩，越没钱越弱，逼你冲钱啊！！！

549: 实在太...差了。30级以后没钱根本玩不动。这游戏纯骗火影迷.什么好友羁绊效果简直扯淡

550: 进不去了，什么要网络2g3g?

551: 玩到33级，退出了，

552: 这游戏真心的不想骂了，超垃圾游戏，可不可以不给星

553: 垃圾游戏，

554: 玩了几天，说实话，游戏真不咋滴，毫无可玩性

555: 这游戏完全是免费游戏，说不充值没法玩的我都感觉和我玩的不是一个游戏。这游戏我都点不开充值界面你们怎么充的值？你们在逗我？

556: 垃圾游戏卡死！

557: 怎样玩

558: yes

559: 狗日的游戏，连忍者百分百屁都比不上

560: 五区金币免费抽免费时间到了不显示直接从新计算时间！！！！！！！！！

561: 中国游戏 
一卡牌
 二体力
 三抄袭
 四没创意 
五吃老本
六四大名著 来回瞎编
七金庸古龙天天出新游
八糟蹋外国精品动画片
你们这些学游戏设计开发的都吃屎的！！！
这游戏占了几样？

562: 卡级

563: 仿照忍着百分百，却只仿了个百分30，完全没什么意思，技能就是攻击暴击，垃圾

564: 能不给星吗

565: 这游戏太烂了直接是抄袭吗大家可以看看口袋忍者是一个内容要是能不给星的话直接零星

566: 尼玛，托真多，真不知道下面为啥那么蹲好评，请的

567: 为毛进不去游戏，二区的

568: 垃圾

569: 真心不错

570: 后期就是个大坑  不冲钱没办法玩

571: 感觉还可以，我想知道自来也怎么得

572: 还行，和别的卡牌游戏差不多

573: 请作者回答一下

574: 为什么说服务区连接失败

575: 妈的比！这么多拖，好鸡巴！这游戏早就该扔了

576: 作者我真是草你全家了 怎么让想要出这游戏的呢 脑袋让你妈挤了

577: 有了？ 首充礼包，冲过费怎么没

578: 首充礼包，充过费怎么没有了？我容易吗？

579: 装备爆料不要太低

580: 怎么换上阵忍者啊？

581: 感觉还可以

582: 忍者大师好玩的游戏手游我和我的小伙伴都惊呆了

583: 好玩的游戏也太给力了吧，真的好忍者大师

584: 支持下好玩的游戏，太棒了，大爱忍者大师

585: 好玩的游戏的魅力是无限的啊，喜欢

586: 这样的手游真的挺好的。支持。

587: 这款忍者大师能不能不这么强大呢。。

588: 这样的界面还是很贴心的啊

589: 这样的手游还是很棒的，喜欢火影忍者

590: 玩来又是一部经典的手机游戏啊

591: 没有什么能和这个手机游戏一样精彩的额了，喜欢

592: 好玩的手机游戏无需多说了，支持

593: 忍者大师这样的阵容真是给我们留下了深刻的印象啊

594: 估计这样有思想的手机游戏中国真的不多，顶一下吧

595: 忍者大师好玩的游戏手游这一出来，其他的手游是不是亚历山大啊，

596: 好的忍者大师好玩的游戏手游就是要大家分享，果断转发起来啊、

597: 什么都不说了就是好，，好玩忍者大师手游

598: 忍者大师是中国游戏的福地，有思想

599: 这档手机游戏真的很好玩啊，喜欢忍者大师哦

600: 没有什么能和这么强大的手游相媲美的了，感觉忍者大师很厉害

601: 很多盆友都来了很精彩啊，忍者大师哈哈

602: 这真是高端大气的好手机游戏啊，忍者大师厉害极了

603: 小朋友们都在追求的的好手机游戏，好喜欢。呵呵

604: 阵容真是很强大的哟，小伙伴们

605: 这样的手机游戏真是让我过足了瘾，忍者大师精彩纷呈

606: 好玩，好玩，精彩不断，厉害忍者大师啊

607: 真是很全面地，忍者大师样样精通

608: 忍者大师好的手机游戏就是需要好的演员

609: 这么好的手机游戏还有什么是不可以支持啊，哈哈

610: 这样的手机游戏真是棒极了，中国手游好有料

611: 这么好的手机游戏我会一直追求下去的，赞你

612: 除了十次后招的必出s卡，平时的s招出的概率，我真是曰了狗了，35个普通招募，连tm一个蓝的都没有，我只能呵呵了

613: 这个游戏超好玩！求更新更多人物。

614: 闪退啊

615: 还不错

616: 不好

617: 为啥有时登陆不了

618: 代金卷怎么领

619: 评论送首冲吗？

620: 很好的游戏！加油

621: 玩2天了，5个12资质S级忍者， 2个14资质S级忍者， 玩起来没意思了。排名在三百多打不上去了，  太耗忍币了。

622: 每天发消息免费领取6元代金券、可是只有第一天能另领！还有技能人物少！望出3d卡牌、祝越办越好

623: 别拿手机当游戏机

624: 送什么代金卷只有第一次登陆时送一张

625: 傻x游戏，侮辱火影，真正喜欢火影且看过火影的，一定不会玩这个游戏的，这是火影吗？明明是傻B的卡牌游戏

626: 超极垃圾，要不是火影迷，TM早不玩了，完全模仿以前的忍者百分百，那个超极好玩，可惜停服了。

627: 没有啥新意和操作的垃圾游戏  也许3分钟体验不到水军们说的优点  不过实在没有让我玩过3分钟的欲望

628: 好游戏

629: 我的首充礼包呢，怎么不给我

630: 正如喜欢玩的人也更喜欢我名字提到的！

631: 火影题材，只要出来的我就玩，我只想说这款很差。

632: 这样的东西还敢说正版授权？能回去看看火影再来做游戏吗？唉～玩了两三天，真心觉得很差

633: 首充礼包都没给我 什么玩意

634: 我一般很少评论，但这游戏真的做的很差，抄袭就算了，起码做的像样点啊，下级上级S级装备差在哪？就差在名字，下忍苦无中忍苦无上忍苦无…我勒人去，偷工减料也不是这样子减的吧，样子都一样，人物技能也乱来，鼬大技月读怎么是群攻？当我们没看过火影？画面真心差

635: 还可以，就是后期没钱比较乏力。耗点时间可以玩

636: 好好

637: 粗制滥造。玩法单一。

638: 不好 觉得比别的卡牌游戏更耗钱  我不是土豪不玩你们玩 前期才几级第二个副本boss都打不过还不如忍者百分百都是一样但前期不会这样

639: 说真的给还行因为是火影  不给赞是他妈的才刚玩9级第二个前期副本的boss还打不过  还要花个400币买蓝色套装才打过去还是1颗星 别的卡牌游戏都不会这样  忍者百分百比你还好  不会连前期都打不过

640: 垃圾的要死 死坑钱 说送代金卷 送哪里去了 出来个问题要处理半天 客服都是什么意思

641: 力挺火影

642: 这次高考完了可要好好玩上几天几夜

643: 忍者的世界，实力就是一切

644: 快点行动起来吧，最强忍者就是你了

645: 各位喜欢火影的朋友们你们准备好了吗？

646: 忍者的世界其实你们不懂

647: 相信有许多小盆友们都喜欢这个游戏

648: 快叫着小伙伴们一起玩忍者吧

649: 火影名人这下齐聚首了吧，快来组团吧我们

650: 我是新生忍者，游戏中锻炼

651: 这完全是史诗级的素食剧情啊

652: 这下这个暑假热闹了吧

653: 哇塞，这下火影动漫迷们要疯了吧

654: 号称这是全剧情手游啊

655: 像当年看火影一样期待忍者大师呢

656: 今年夏天我们一起来到忍者世界好吗

657: 垃圾的要死，果断删除

658: 当年的小伙伴们你们还好吗

659: 火影迷召集地啊，小伙伴们快回来我们一起玩忍者大师了

660: 友情的羁绊是火影世界里永恒的旋律，好怀念一起看火影的小伙伴啊，要是一起玩手游该多好啊

661: 拭目以待忍者大师的到来

662: 到底庐山真面目是什么样的呀？

663: 这是一代人的回忆啊

664: 不会为了玩这个游戏要让我去看一遍火影吧

665: 不过没看过火影，不知道游戏怎么样

666: 听起来不错的样子呢，期待看啊看到底怎么玩吧

667: 这下这些和火影一起成长起来的90后要疯了吧

668: 这次有一批90后将要放弃事业玩手游了吧

669: 好喜欢低调的雏田，一定要和鸣人相恋哦

670: 中鼬和佐助在这里也会出来吗？

671: 作为火影骨灰级的粉丝，必须要关注忍者大师啊

672: 最强大脑问世啊，世界上怎么会有这样的人存在？

673: 期待中啊，我的火影又回来了

674: 火影故事会因此改写吗？

675: 怎么那么多高智商忍者？我什么时候才能智商高点？

676: 如果我的高考像这些忍者一样，我会疯掉的

677: 这可是2015年最不能错过的动漫游戏大作啊

678: 我什么时候也能像忍者一样智商报表呢？

679: 变身，我是最强忍者

680: 好喜欢令人眼花缭乱的忍术啊

681: 哈哈，2015最高智商的忍者即将面世了

682: 快来瞻仰一下高智商忍者的英姿吧

683: “最强大脑”会是怎么样的呢？

684: 忍者的世界其实你们不懂！

685: 又要有一部分智商爆表的天才疯了

686: 五大最强卡牌啊，听起来很棒的感觉

687: 嗨翻了的节奏啊，好开心啊，忍者大师终于要上市了

688: 看动画玩手游，这个暑假很嗨啊

689: 看样子是老了，听着孩子们讲的我都听不懂了

690: 绝对原著血统获得众多火影粉的关注啊

691: 哦也，我是火的忍者

692: 漫画完结了，火的意志用不完结

693: 现在为了了解游戏，又重新看了一遍火影

694: 官方正版授权的卡牌手游，听起来很棒啊

695: 我也是火影15年的火影迷啊，期待《忍者大师》问世啊

696: 要学习忍者精神，忍！

697: 游戏继续继承原著精神了吗

698: 听起来就开心，期待中啊

699: 伴随着我们90后的经典影片啊，终于要有手游了吗？

700: 又开始怀念我的火影和海贼了

701: 15年，感觉我还是个小孩子呢，继续我的人生吧

702: 15年过去了，好快啊，火影有手游了呀

703: 官方正版授权的卡牌手游，听起来很棒啊

704: 我也是火影15年的火影迷啊，期待《忍者大师》问世啊

705: 要学习忍者精神，忍！

706: 游戏继续继承原著精神了吗

707: 听起来就开心，期待中啊

708: 伴随着我们90后的经典影片啊，终于要有手游了吗？

709: 又开始怀念我的火影和海贼了

710: 15年，感觉我还是个小孩子呢，继续我的人生吧

711: 15年过去了，好快啊，火影有手游了呀

712: 友情的力量最伟大，大爱火影

713: 这个夏天势必要火起来了

714: 不负众望的正版忍者终于要和大家见面了

715: 火的意志延续“经典”的生命力啊

716: 终于迎来了大结局了，不过有种小小失落哦啊

717: 这是伴随着一代人成长的经典漫画啊

718: 让玩家犹如步入真实的火影忍者世界!听起来太棒了

719: 对于NARUTO迷来说，没有比这更开心的事情了

720: 好期待啊，完美再现原著剧情啊！

721: 太棒了，早就听说了，一直期待中呢

722: 听说悉数还原本来的角色，让玩家进入真实的火影世界

723: 手抖，停不下来的节奏了

724: 不错，挺好玩的

725: 还记得当年妈妈为了不让我看火影跟我打架的情形~~呵呵

726: 融入了我15年的青春年少啊

727: 15年的风风雨雨啊，给我一下子回到了童年了！

728: 还有几天高考了，考完试痛痛快快玩一场吧

729: 应该是好玩的一款游戏呢

730: 希望多举办一下火影迷互动之类的，应该比较好玩

731: 火影迷的聚集圣地啊，这下暑假有得玩了

732: 支持正版手游游戏，影响力巨大啊

733: 火影迷啊，关注一把

734: 最近玩天书世界比较开心，期待忍者大师登场啊

735: 无数耳熟能详的火影角色悉数登场了吗？

736: 火的意志，永不完结，原汁原味呀

737: 火影忍者伴随着成长，真棒呀

738: 终于等到火影忍者-忍者大师问世了~~好期待啊

739: 玩新区，愿意跟我们一起来么的朋友吗？？

740: 选了佐助，在我心里最喜欢的鸣人

741: 一起玩，大家组个群一起玩呗

742: 这样的手游是第一次玩的很开心的

743: 躺在床上玩火影，这个生活必须的好

744: 我要去好好的练练了

745: 竞技场真心打不过了，我没装备了

746: 我爱罗的形象，是我最喜欢的

747: 太棒了！鸣人是我心中想要的形象

748: 发来贺电，这是一定要捧场的

749: 正版，必须顶，不要玩盗版

750: 谁来建个家族，在线求一起玩的

751: 强烈要求雏田14，这是要换 的

752: 腾讯碉堡！这个是正版

753: 玩儿不玩儿的起这个游戏

754: 小樱呢，她也是主角啊，怎么不见了

755: 脑残粉跪求送大蛇丸。。

756: 喜欢卡牌，这是我喜欢的感觉

757: 鸣人大狐狸脸，这是什么情况？？

758: 完全沉迷了，我这才玩了一会

759: 小伙伴一起玩新区，组队一起来么

760: 佐助，前期给力，后面不知道怎么样

761: 好想找个人和我一起玩

762: 德玛西亚！玩火影，切克闹

763: 第二天我要去浪了，我又礼品

764: 大区求福利，我就是一个玩游戏的屌丝

765: 形象都不错，比任何火影游戏都好看

766: 螺旋丸的效果太棒了！我太喜欢了

767: 火影吧，都是火影的粉丝呢

768: 据说这个是正版，这下我就放心了

769: 建个家族，喜欢的朋友一起来玩

770: 为鼬而赞！鼬粉都来此聚集起来

771: 为什么给个5星强烈要求雏田14

772: 腾讯还敢说自己是正版？

773: 年薪30万，游戏啊也能改变人生！

774: ？小樱呢，我最喜欢的角色

775: 大蛇丸，是不是很多人都有？

776: 这和腾 讯的到底是不是一样的呢？？

777: 可爱，鸣人的形象很吊

778: 怎么突然进不去了

779: 玩了几个小时，感觉还是很好的

780: 约了小伙伴一起玩新区，有一起的吗？？

781: 选了佐助，这是我喜欢的角色

782: 陪我一起玩，我要朋友和我一起玩

783: 为何没有三代火影，这是什么情况

784: 撸啊撸，躺在床上玩火影，切克闹

785: 最高品质紫卡，我要去浪了

786: 大区人好多，都是壕，跪求福利

787: 我爱罗的形象，比任何火影游戏都帅

788: 螺旋丸效果杠杠的！鸣人很厉害

789: 祝大卖，正版的就是好

790: 据说这个是正版，必须的 顶

791: 天天在线，有没有队伍收我

792: 为鼬而赞！这么好的游戏我是要来的

793: 雏田不是14资质紫卡，要求清冽改

794: 这个游戏啊！实在是让人很心动

795: 就两个主角么？其他的人呢？？

796: 我是脑残粉，我好喜欢这样的游戏

797: 喜欢卡牌，喜欢这样的游戏

798: 鸣人怎么上来就大狐狸脸

799: 玩了几个小时，完全就受不了了，游戏太棒了

800: 约了小伙伴一起玩新区，一起啊

801: 选了佐助，这必须的要玩的嗨

802: 哪位朋友可以陪我一起玩

803: 客服来回答问题，最好的队伍在哪？

804: 德玛西亚！我喜欢的，哈哈

805: 第二天就送卡卡西，这也太好了

806: 大区人好多，跪求福利，跪求组队

807: 我爱罗的形象，帅爆！

808: 螺旋丸的效果太棒了！我也要要玩

809: 祝大卖，这是一定会的吧

810: 必须顶，盗版可耻，大家要玩正版

811: 谁来建个家族，我想去参加

812: 鼬粉前来报到！太喜欢了

813: 让我这种鸣雏党情何以堪，我好喜欢

814: 为什么雏田不是14资质紫卡？

815: 特别的吊的游戏，果然是大神级的

816: 腾讯的就不敢出来说了吧？？哈哈哈

817: 玩儿不玩儿的起这个游戏啊，好高的年薪。

818: 果然是经典中的经典，支持鸣人

819: 终于被我找到一款好玩的游戏了

820: 羡慕死了，不过我也会变成高手的

821: 看到家都那么厉害了，真的好羡慕呢

822: 刚下载的，还要慢慢研究一下

823: 哇塞，就两个主角吗难道

824: 看来这款游戏的粉丝真的很多呢

825: 我朋友都已经很厉害了，现在他带我呢

826: 哈哈，跟朋友一起玩就是比较爽啊

827: 原来这个才是正版，以后就玩这个了

828: 呵呵，想跟朋友一起去新区去玩一下

829: 看来我也别这款游戏折服了

830: 操作不复杂，我这个游戏白痴都能玩

831: 游戏真的很不错，上手也比较快

832: 鸣人用起来还是比较顺手的

833: 我选的佐助，但是开始怎么没有鸣人给力呢

834: 鸣人我的最爱啊，太喜欢了

835: 看来大家选择佐助的人也不少呢

836: 刚进去打了一下就卡出是什么情况

837: 我见过最垃圾的手游，着jib的什么玩意，一张图片打一张图片？wo
ca
nidayimade

838: 渣渣  还不如火影传说

839: 煞笔自己手机不行

840: 还可以

841: 退出去再进就卡70%什么玩意儿

842: 什么屁游戏，副本完全打不开

843: 没给5星评论发了也看不到。混 蛋！

844: 好好玩

845: 服务器准备中，什么情况

846: 真他妈垃圾游戏

847: 又tm不出新区

848: 你这概率低的吓人啊，我夺宝刷了50多次一个碎片也没有，果断卸载

849: 这样的卡牌太复古了吧，早2年出来，世界就是你的。

850: 我个人觉的不好玩，人物全是卡牌

851: 体力，银币太少了，活动也少，才第二天就卡图，你这是有多坑

852: 一颗星都嫌少，选好名字进副本的界面就卡住了。。。。

853: 很朴实的游戏 谢谢

854: 终于找到一款适合我的游戏了，呵呵

855: 玩了这么多的手游，还是这款游戏比较好玩呢

856: 超级爱动漫，更加爱这款游戏呢

857: 嘿嘿，看来火影的脑残粉真的是很多啊

858: 我连上厕所的时候都爱不释手呢

859: 哈哈，现在寝室的同学都躺在床上玩了

860: 多出来点活动吧，，， 好超好玩

861: 果然是非常吸引人的一款游戏

862: 玩了好几个小时了，完全沉迷其中了

863: 我在里面买了很多的道具了，太棒了

864: 里面的道具真是太炫了吧

865: 年薪20万的不知道玩不玩的起这个游戏啊

866: 还不赶快加入到我们的游戏阵营中哦

867: 现在身边的朋友没有不玩这款游戏的呢

868: 上课时候我也偷偷的玩了，哈哈

869: 德玛西亚，躺在床上玩火影

870: 我最喜欢的就是大神丸了，嘿嘿

871: 求送大神丸啊，因为我是脑残粉啊

872: 看来大家心中都有个忍者梦呢

873: 好想让我的忍者也能够变强大

874: 我现在只有在慢慢的升级了

875: 副本不错小伙伴们一起玩起来

876: 鸣人就是给力，果然没有选择呢

877: 这绝对是今年最给力的游戏了，支持

878: 看来游戏好玩真是挺不错的

879: 没想到这款游戏能够这么的吸引人啊，哈哈

880: 果然是不可多得的好游戏呢

881: 经典游戏就是比较耐玩哦

882: 游戏跟动漫一样都是这么的经典

883: 必须给鸣人点赞，哈哈

884: 螺旋丸的效果真的太赞了吧

885: 我爱罗，你一直是我的偶像呢

886: 感觉鸣人小时候比较可爱的举手

887: 九尾这个情节还是很不错的

888: 晚上还要大九尾狐呢，嘿嘿

889: 鸣人就是给力啊

890: 看了很多朋友玩了之后都完全停不下来呢

891: 要想玩的好，那都是需要银子的啊

892: 谁要是能带我一下的话那就好了

893: 我跟男朋友一起玩的，嘿嘿

894: 游戏的画面真好，我喜欢

895: 还没有玩过呢看来我也要加入其中了

896: 现在就玩起了，试一下

897: 客服美眉！多久开一新区呢？

898: 哈哈，要是有大神能给我充点钱那就好了

899: 我是女生，我也喜欢玩呢

900: 哪位大神能带我一下哈，呵呵

901: 玩了这款之后才知道什么才是正版呢

902: 腾讯还好意思说自己的是正版啊

903: 想问一下，这个和腾讯哪个是正版的啊

904: 鸣人还是小时候比较可爱的说，呵呵

905: 每个角色都有各自的优点呢

906: 佐助也很不错的呢，我喜欢

907: 看来同学推荐我的这款游戏真的是不错呢

908: 竟然送了我高品质紫卡，简直太帅了吧

909: 一直都感觉我爱罗帅爆了，有木有

910: 我什么时候也能变成高手啊

911: 哇塞，大区的高手果然非常多啊

912: 如果有你喜欢的角色，那就不要客气了哈

913: 一直感觉我爱罗比任何火影游戏都好看呢

914: 太爱我爱罗了，以前看动漫的时候就喜欢他

915: 喜欢我爱罗的形象，一直都是酷酷的

916: 在里面认识很多小伙伴们，大家玩的不亦乐乎

917: 老子现在天天在线啊

918: 高手们的家族，也带上我一个被

919: 感觉这是不火都不行的节奏呢

920: 连技能音效都没有，正版手游？

921: 太棒的游戏了果然碉堡了

