1: 进不去，几个意思。
529: 还是需要强大的配置的啊

530: 给力！不充钱也能玩，公平！

531: 清新好玩!!

532: 逼真到不行的画面啊，喜欢死了

533: 界面简洁。功能实用。速度很快。

534: 画面清晰，色彩适宜大众

535: 希望继续保持，一起努力吧

536: 好评  结交朋友是主要目的

537: 好玩，界面漂亮!

538: 真心好玩的手游！

539: 有点意思，但要看你怎么玩了。

540: 需要深入理解游戏规则

541: 喜欢你没道理

542: 完美运行 游戏还行

543: 非常值得玩~快点一起来玩吧

544: 流行色彩丰富  里面的玩法还有很多变化的

545: 一定会有归属感额

546: 真好玩，很容易上手

547: 还行吧无聊时可以玩一下的

548: 设计的挺到位的。

549: 全新的战斗系统。

550: 谈游戏， 不如去玩。

551: 界面简单友好

552: 好玩，很精彩！

553: 不好玩

554: 哇塞好多托

555: 可以，好玩

556: 小米2下了玩不了操

557: 还不错。就是现在网游人太少。玩来玩去几乎都是在和npc一起玩。。。

558: 更喜欢单机武侠，比如口袋剑侠，口袋仙踪之类

559: 最近闪退的厉害

560: 超赞。就是安装包太多手机内存都不够用了。。。

561: 评论全是水军，垃圾游戏

562: 手游能进化到如此就是个里程碑。

563: 怎么17日有更新么？怎么进去就黑屏的呢？

564: 好赞的游戏，喜欢你。

565: 玩得丢不下手机。

566: 不错的网游 必顶。

567: 很好玩，可是要跟其它他玩家攀比的话，要花钱

568: 很吸引人!!

569: 顶! 游戏就是为了开心

570: 还可以!!还可以!!

571: 也有逆袭的春天。不用说必须五星

572: 优化系统，独特，功能不错优化系统，独特，功能不错

573: 这游还可以!

574: 还不错，挺好玩的

575: 极致的游戏体验。

576: 玩上就没话说了

577: 仁者见仁智者见智

578: 游戏我喜欢，木理由…游戏我喜欢，木理由…

579: 挺精致的，不错挺精致的，不错

580: 还不错。唯一玩了一周以上的手游。呵呵

581: 好游戏，人物真好看

582: 稳定性更高。

583: 威力无穷大，大得你难以想象

584: 游戏盛宴!!

585: 给人以不同的感觉，刺激啊

586: 里面有钱人多，等级排行最高才十几级啊！战斗力一下子就几十万了，正常才几千啊!!!!穷人伤不起，打不过啊

587: <<<<<很给力

588: 顶! 游戏就是为了开心

589: 好多英雄啊，这暴率叫低的话真不知道啥游戏叫高了

590: 直得评分5星

591: 良心游戏。。

592: 还可以！界面蛮好的 游戏也不错！

593: 音质不错  没想到真让我意外

594: 感觉还可以。

595: 好游戏。强悍。

596: 很赞的游戏!

597: 这个游戏不花钱也能玩, 相当有意思. 别看没用的评论.玩看看你就知道了

598: 容易上手，福利好不纠结，打发时间挺好

599: 很好很强大哈！

600: 上手很容易!

601: 完了几个星期了，在游戏qq群中，开发管理方能与玩家良好沟通！可玩性较好

602: 挺嗨的!!

603: 好玩 画面不错

604: 画面很给力!

605: 用着还觉得挺ok的，评一个五星吧！

606: 画面优质，容易上手。

607: 游戏很好玩!

608: 好玩不解释!

609: 太好玩了，赞一个。

610: 超模范儿。!

611: 不错，福利够多

612: 起码礼物送的多。。

613: 内容更新更及时！喜欢。

614: 每次升级都会增加新副本

615: 必须玩，挺好玩的！

616: 质量就是硬道理。  心动不如行动

617: 游戏中的人物设计的真有感

618: 画质不错!!

619: 这游戏不错，值得一试

620: 技能多，效果不错

621: 在下载，不知道怎么样

622: 丰富多彩的任务

623: 美观大方。!

624: 连续玩了3小时了，还不错，很好玩

625: 人性化的设计 速度可以，不卡，好玩

626: 流畅性很好  不仅考手，还考脑

627: 不错哦，推荐大家玩

628: 真心的说，比其他的同类相比！真的不错！！！可以玩

629: 挺喜欢的!!

630: 真没想到这么好玩。

631: 完美运行 游戏还行

632: 很给力的游戏，很好玩，很有意思，值得下载啊

633: 上手很简单赞一个

634: 不错的游戏，好玩

635: 相比其他网游这绝对是良心游戏

636: 元宝送多点就好了。

637: 应该是手游市场又一款标杆之作，短期内很难有人能超越了

638: 虽然是动作RPG，但还是很好的照顾了新手玩家，操作很方便

639: 玩了几天，真心不错哦，画面也好，我和朋友都在玩

640: 真是一个不错的游戏画面很唯美

641: 游戏很好玩，技能也很炫。画面比一般游戏都好看

642: 小玩了几天，玩的挺爽。体力够

643: 力荐这个游戏真的很好玩

644: 好游戏，我喜欢！大家一起都来玩

645: 好可爱的休闲游戏，午休必备

646: 游戏画面很赞！你的也很炫，设计的挺合理，我支持一下

647: 很好的游戏真心推荐

648: 很爽很嗨，就喜欢玩这种的游戏

649: 感觉好萌，人物的动作啥的都好可爱

650: 非常有意思，每天活动送的奖励很多

651: 酷炫，特效和场景真赞

652: 精品游戏，值得拥有

653: 动画效果做的蛮好看的，休闲玩玩

654: 专业，玩法很有趣

655: 游戏画面不错，配音也挺好

656: 画质超好，角色造型萌

657: 好喜欢玩，不错

658: 很有趣，玩法特别多

659: 很合我的口味，风格新

660: 形态都不错，很帅

661: 很有水准，专业，没啥问题

662: 画风挺漂亮的，剧情丰富

663: 游戏加载速度很快，内存也不大

664: 根本停不下来，好玩

665: 没钱也能玩的不错，好

666: 前期升级速度还可以，蛮快的

667: 打发无聊时间，不错

668: 刚开始玩，感觉还好

669: 淡淡的水墨画背景看着真舒服

670: 超喜欢这款游戏.画面很美技能很炫

671: 国产手游里面做的比较好的

672: 是个放松的好选择

673: 很爽很嗨，就喜欢玩这种的游戏

674: 周边的几个同学都在玩，挺好的

675: 超爽.技能很好看输出很给力

676: 走的萌Q路线，很好玩

677: 非常有意思，每天活动送的奖励很多

678: 酷炫，特效和场景真赞

679: 精品游戏，值得拥有

680: 动画效果做的蛮好看的，休闲玩玩

681: 玩过数不清的手游，刀塔传奇是第一个让我玩得如此兴奋的。

682: 不错非常好!

683: 质量就是硬道理。  心动不如行动

684: 希望将免费进行到底

685: 良心游戏。。

686: 好听，好玩让人陶醉  分享快乐，分享爱

687: 不错的游戏，值得一玩

688: 精品，很用心得作品

689: 这下好玩了。四区德玛西亚

690: 还可以！界面蛮好的 游戏也不错！

691: 游戏很好，玩不了的应该是手机问题，我一直在玩呢，很顺畅

692: 专业，玩法很有趣

693: 游戏画面不错，配音也挺好

694: 画质超好，角色造型萌

695: 好喜欢玩，不错

696: 很有趣，玩法特别多

697: 很合我的口味，风格新

698: 变身形态都不错，很帅

699: 很有水准，专业，没啥问题

700: 游戏加载速度很快，内存也不大

701: 月卡还是挺划算的，每天都能领元宝

702: 根本停不下来，好玩

703: 不错，耐玩度强！。

704: 稳定性更高。

705: 游戏音乐会让我心情愉快。

706: 美观大方。

707: 简单友好。

708: 还可以，人满为患啊！挤不进去

709: 就一直期待，终于能玩了

710: 一款真正的武侠RPG，代入感很强

711: 非常好玩，大赞！

712: 游戏剧情也很棒，主线清晰

713: 太好了 我可是老玩家了

714: 感觉还行 就是画面有点不好 再者就是把那个银卡使用上限提高

715: 画面华丽，技能打击感超强

716: 技能特效很爽，打出去的伤害数字看着就刺激

717: 国产中难得一见的精品

718: 最喜欢的就是人性化的帮助

719: 带玩家玩的时候最嫌麻烦了

720: 新游戏玩的人应该特多，卡就更不用说了

721: 喜欢游戏里的人物造型，很漂亮

722: 中国风画面非常给力！

723: 技能特效都很炫，刀刀到肉的打击感太爽了

724: 游戏不错，要是能多设计些分支任务就更好了

725: 游戏画面感觉有一种水墨画的味道

726: 天坐地铁还遇到一个帅哥在玩，可惜不同区

727: 操作太简单有好也有不好吧，参与感还有待提高

728: 游戏本身没的说，能解决闪退问题就更完美了

729: 值得支持的游戏，不算很坑，到目前没花钱...

730: 还好!!!两天没来，升级了，好象提升了奖励机制

731: 还好!!!

732: 3D、写实、RPG，对动漫的还原度真是没得说，太有意思，睡不好了都！

733: 可以外挂吗!

734: 不是说有武当，娥媚，恒山，这些人角色吗？进游戏怎么没有呀？

735: 好是很好，就是太费钱了，有一点很吸引我就是装备可以交易

736: 为什么要先发表才可以下游戏？还没玩怎么就知道好不好了？

737: 在哪输入兑换码？？？

738: 这游戏还行啊！怎么人就怎么少

739: 不错不错，省流量，福利也很多

740: 挺好玩！有感觉。

741: 玩了就知道好不好玩了

742: 好玩，界面漂亮!

743: 最好能再多点活动…

744: 非常好，国产游戏的骄傲！。

745: 必须玩，挺好玩的！

746: 还可以做的更好，感觉服务器有时不是太稳定

747: 个人爱好!!

748: 玩游戏图个痛快，等级好升，装备好搞。

749: 背景音乐比想像的好，角色除了少林怎么不搞个性别选择呢？角色战力不平衡，

750: 觉得挺好的!

751: 超级好评，直接一登陆送了2500钻石太爽了?

752: 好玩，很喜欢，就是体力消耗得太快了

753: 看这画面舒服…

754: 明智的选择，个人感觉哈。

755: OK，我喜欢，赞一个！

756: 游戏真心给力…

757: 好玩就行!!

758: 超级好玩儿!

759: 玩过瘾了一宿没睡

760: 非常精彩。!

761: 蛮好玩啊。貌似又开新区了

762: 这游戏真心好玩 全民英雄冲了500多了 找到这个游戏后果断放弃?

763: 很好玩的游戏，每天抽点时间就可以了

764: 好游戏，不多说

765: 不错，福利够多

766: 玩了几天，感觉不错

767: 迄今为止玩过最好的一款游戏，满满5星

768: 必玩的游戏!

769: 不错，本来玩暗黑黎明的，看老婆玩这个不错，我也来了！

770: 流行色彩丰富 里面的玩法还有很多变化的

771: 速度上吧 下载好游戏，玩的就是速度

772: 给人以不同的感觉，刺激啊

773: 过瘾 值得一玩

774: 色彩很靓丽 非常好玩

775: 流行色彩丰富 里面的玩法还有很多变化的

776: 速度上吧 下载好游戏，玩的就是速度

777: 给人以不同的感觉，刺激啊

778: 玩法又增加了不少

779: 运行流畅,具有很高的可玩性

780: 好玩，内存也小，值得一玩!

781: 游戏还好，不过不失

782: 不错，第一次玩就喜欢上啦

783: 最喜欢的就是剧情，代入感很强。

784: 看到画面就很有玩的冲动

785: 特效真不错，有意境也有威力

786: 很有意思特好玩

787: 我用3G玩也很流畅诶，不怎么花流量

788: 这个画面太美，很精致

789: 我也在玩。

790: 运行流畅,具有很高的可玩性

791: 效果也是十分显著！

792: 这感受可是非同一般~

793: 游戏还是很好玩的！但网络信号一定要好。

794: 内容产量非常大，一直是我的最爱

795: 很好，很经典

796: 游戏的界面强大了

797: 这游戏不错的，剧情和玩法都很棒

798: 一招一式的拟真动作，做到了完美的还原

799: 角色都好萌啊，也更顺眼

800: 游戏集大成者的赶脚，很多经典元素与新元素

801: 很多细节设计的太棒了

802: 和动漫的感觉很相似 太过瘾了

803: 背景音乐比我想象中好多了

804: 玩了有半个月了吧 依然很喜欢

805: 画面真的很精致啊，果然用心了

806: 原来用平板玩，进不去服务器，现在的版本可以了，

807: 好玩是好玩就太大了

808: 太好啦，五味精品

809: 在游戏里面自动更新！

810: 史上最棒手游

811: 第一个也是唯一一个游戏玩到满级的

812: 必须的好玩 的确很耐玩

813: 华为完美运行，就是后面有点难

814: 在游戏qq群中，开发管理方能与玩家良好沟通！可玩性较好

815: 直得评分5星

816: 希望能开启更多玩法，比如竞技决斗

817: 好玩 画面不错

818: 游戏不错，很好玩，如果有十分有给十分

819: 能长时间玩下去

820: 如果能再完善一下就好了

821: 简单而又直观

822: 游戏真有趣

823: 玩得很过瘾，希望越做越好

824: 很好玩，简单

825: 更加有趣味性

826: 游戏的画面效果很不错

827: 引擎很好，画面不卡

828: 周末活动给力啊

829: 还行吧无聊时可以玩一下的

830: 好玩不解释!

831: 还好吧，娱乐娱乐

832: 一起玩儿，一起愉快 ，好用就使用一下。。

833: 这游戏不错 推荐

834: 好玩 画面不错

835: 游戏活动方式很多 感觉不错

836: 有点意思，但要看你怎么玩了。

837: 很好的游戏,平民玩家也能很牛逼

838: 画风比想象好很多，游戏也比较完善.

839: 挺好玩的啊，在考虑要不要充钱，矛盾啊

840: 太好玩了，别错过啊

841: OK，还不错，喜欢。

842: 还好!!!

843: 不是4G网络的，不要玩，不然就等着卡死吧

844: 画面精美，技能炫耀。可最让人不满的是角色间差别性强。譬如华山，只要受到攻击剩下的只要对手攻击不断起身了动弹不得继续挨打。不知道是不是特意恶心人。这么帅气一个角色弄这样。各种不同门派处了少林为何不能弄男女供选择？

845: 打斗的画面太帅了，好有有感觉了

846: 不错，耐玩度强！。

847: 是个好游戏。。

848: 丰富的游戏内容。好评

849: 跟真武侠一样好玩

850: 知识、趣味!

851: 手机不行。就不要骂游戏

852: 还不错，五星

853: 可以交易吗!

854: 画面非常好，就是ta太卡了

855: 苹果和安卓的区还不一样呢

856: 垃圾中的垃圾，一出来就进不去了，还要全部重新下一遍才可以，劳资10兆光纤用平板麻痹一步一卡，还好没充钱，果断卸载，垃圾游戏！

857: 小米2s完美运行

858: 小米2s完美运行

859: 小米pad无压力

860: 竞技场侠客参战算它们什么玩意，角色战力高对面四五千,被人家侠客整死，垃圾设定，以后要不要啊野外也能召唤侠客

861: 无法更新，连不上！

862: 为毛一直在验证中，有完没完了

863: 进不去啊

864: 垃圾游戏，要画面没画面。要华丽不华丽，浪费手机内存。

865: 他妈的，一更新就不断的更，一更就更半天或一整天

866: 这游戏不错，真心可以，剧情画面什么的都行，值得一玩，谁托谁不是人！！

867: 垃圾，明明已经更新了，他说不是更新版本

868: 一点都不卡，太好了

869: 好游戏是好游戏，但是为毛我连着wifi刷副本怎么这么高的延迟？我家8M光纤，纯流量党还是别尝试。

870: 登陆时报错，进不去

871: 有没有大神给支招解决顿卡和秒退的问题？我用的平板

872: 为什么这么卡啊？还闪退。

873: 傻 逼游戏

874: 华为P7卡的进不去…;还掉线;垃圾

875: 什么职业比较哈珀

876: 为什么那么卡啊，一步一卡，老子连的WF啊

877: 国产暴雪 的流星蝴蝶剑曾是一绝  笑傲江湖ol 是完美跟暴雪合出的 无论手游还是网游是别个国产没法比的

878: 通关的感觉好爽啊..

879: 比那些渣渣画质的游戏好多了..

880: 神啊，教教我这么可以快速通关..

881: 每次坐地铁时候玩，感觉时间过得很快，也就不寂寞了..

882: 制作精良啊..

883: 好难，不过很好玩，敢挑战的人就下，力荐..

884: 完美飘过..

885: 国产游戏良心之作啊..

886: 这样的游戏棒棒的..

887: 同类游戏中，这款是相当不错的了..

888: 很好玩，宅男女的必备游戏..

889: 蛮值得玩的游戏，大家不要错过..

890: 挑战足够啊..

891: 通关的感觉好开心..

892: 有难度，才能体现过关的价值..

893: 好玩啊一定要来点个赞啊..

894: 跟真武侠一样好玩！！

895: 真省流量，很不错呢..

896: 喜欢这种有挑战的游戏..

897: 下载个试试玩，期待不错..

898: 挺好的无聊的时候可以玩玩..

899: 给力，玩到手酸了..

900: 大家现在过到几关了？我已经通过了啊..

901: 很激烈，很过瘾，好评..

902: 游戏公司还是用心了的，游戏总体感觉还行，可以玩一玩..

903: 还是很喜欢这样的游戏的..

904: 必须好评呀..

905: 双赢，收获了快乐，也收获了奖品，给力啊..

906: 适合喜欢华丽的人..

907: 求攻略，求秘籍，求降低难度，好想通关啊..

908: 这样的好游戏不要错过..

909: 貌似靠谱啊..

910: 喜欢这样的游戏..

911: 这感受可是非同一般~..

912: 游戏还是很好玩的！但网络信号一定要好。..

913: 内容产量非常大，一直是我的最爱..

914: 很好，很经典..

915: 游戏的 界面 强大了..

916: 这游戏不错的，剧情和玩法都很棒..

917: 一招一式的拟真动作，做到了完美的还原..

918: 角色都好萌啊，也更顺眼..

919: 游戏集大成者的赶脚，很多经典元素与新元素..

920: 很多细节设计的太棒了..

921: 和动漫的感觉很相似 太过瘾了..

922: 背景音乐比我想象中好多了..

923: 玩了有半个月了吧 依然很喜欢..

924: 画面真的很精致啊，果然用心了..

925: 原来用平板玩，进不去服务器，现在的版本可以了，..

926: 好玩是好玩就太大了..

927: 太好啦，五味精品..

928: 在游戏里面自动更新！..

929: 史上最棒手游..

930: 第一个也是唯一一个游戏玩到满级的..

931: 必须的好玩 的确很耐玩..

932: OPPO完美运行，就是后面有点难..

933: 完了几个星期了，在游戏qq群中，开发管理方能与玩家良好沟通！可玩性较好..

934: 好是好玩，但，更新后老是闪退，这是为毛？！

935: 界面简单友好..

936: 自从更新以后登录游戏成了最大的难题！！！有没有人解决这问题啊

937: 好玩好哇好哇

938: 老是提示网络延迟大，但是我网络应该没问题

939: 什么垃圾。。。登半天都登不上。。。脑残才说好玩。。。尼玛。。。

940: 这游戏的宗旨是，能赚多少赚多少，赚到什么时候算什么时候…

941: 游戏做的不错，但绝对是个烧钱的游戏。玩到35级，开始玩不动了。

942: 用WF玩都卡成一坨屎，唉……

943: 总之就是非常不错，找到以前玩笑傲江湖OL的感觉了。

944: 真不错，挺好！！

945: 还没玩不知道好玩不！！

946: 太太太太太太太好玩了，我的最爱！！

947: 管他好坏呢，自己喜欢就行呗。计较那么多有什么意思。！！

948: 值得一玩，秒进，很给力！！

949: 很好玩，玩一天上瘾了！！

950: 如果能再完善一下就好了！！

951: 玩了好几天了 感觉还不错 支持！！

952: 消磨时光蛮好！！

953: 好玩，推荐一下。！！

954: 怎么一下午都没法进去，一直更新

955: 还可以做的更好，感觉服务器有时不是太稳定！！

956: 好多英雄啊，这暴率叫低的话真不知道啥游戏叫高了！！

957: 挺好玩的，无线、流量都可上！！

958: 很好玩，可是要跟其它他玩家攀比的话，要花钱！！

959: 礼包去哪搞！！

960: 玩游戏图个痛快，等级好升，装备好搞。！！

961: 感觉后期很难玩！！

962: 很好玩，玩一天上瘾了！！

963: 必玩的游戏！！

964: 还不错啊 挺好的！！

965: 平民玩家一个，没觉得坑啊，充个月卡就玩得很爽了！！

966: 下载中..............！！

967: 玩玩试试 看看咋样！！

968: 简而言之，值得一玩！！！

969: 不错，福利够多！！

970: 新的改版很不错，充分为玩家考虑！！

971: 没有玩过的人不会知道。游戏的玩法太有新意了！！

972: 很不错的游戏顶一个！！

973: 非常好的一款游戏，活动送钻多！！

974: 直得评分5星！！

975: 非常值得玩~快点一起来玩吧！！

976: 很好玩的游戏，每天抽点时间就可以了！！

977: 欢迎大家来82区！！

978: 真的很想玩！！！

979: 挺好玩的啊，在考虑要不要充钱，矛盾啊！！

980: 感觉都是托在评论一样????

981: 华为3C完美运行，没发现卡死闪退的，玩了两天感觉还不错，挺休闲，耗时不多，好评！！！

982: 还好吧，娱乐娱乐！！

983: 顶! 游戏就是为了开心！！

984: 我也是正在下载着！！

985: 很好玩的游戏，起码礼物送的多！！

986: 玩过就知道了,英雄有意思！！

987: 太棒了，好玩！！

988: 好像在看动漫一样，有感觉，以前总会跳过剧情，这舍不得！！

989: 真心好玩的手游！！！

990: 真在下载看样子不错我也希望不错！！

991: 还不错，五星！！

992: 挺好玩的，无线、流量都可上！！

993: 其实这游戏不错了你去玩玩别的坑钱太厉害！！

994: 总之感觉还不错！！

995: 真不错，挺好！！

996: 托儿真多，我在暗黑黎明里看见了（飞行部-1）这个评论，托真多

997: 真心的说，比其他的同类相比！真的不错！！！可以玩

998: 一定会归属感额

999: 良心手游，不黑，可以玩

1000: 消磨时光蛮好

1001: 很好玩的游戏，起码礼物送的多

1002: 很好玩，比较有新意，活动比较多

1003: 这游戏不错，值得一试

1004: 挺好 劲爆!

1005: 不错哦，推荐大家玩

1006: 游戏活动方式很多 感觉不错

1007: 红米1S移动4G版玩着可以，不卡不闪退！

1008: 还行。s4不卡

1009: 闪退到没有，就是画面超过了屏幕，都看不见字了！！怎么玩啊！

1010: 画面还不错  就是有点卡

1011: 手机米4玩的各种闪退

1012: 怎么老是闪退，求解

1013: 今天登陆怎么一直闪退 ，进不了游戏，搞毛啊，真是垃圾游戏

1014: 闪退！玩毛哦

1015: 更新浪费那么多流量，不知道什么意思

1016: 玩法有意思就喜欢这种操控性

1017: 很好玩自己玩了才知道，别听水军在那bb

1018: 好玩不解释

1019: ns4      5.0系统不能玩！刷回4.4.4就可以玩！垃圾！居然不更新

1020: 为啥一直网络超时

1021: 不好玩

1022: 游戏挺好的，半小时闪退8回，让rmb玩家怎么玩，做不做游戏了啊。早点解决，伤人心做再好也不会回来了！

1023: 游戏还是不错的！但是小米闪退吧…

1024: 闪退后就进不去，进去就黑屏，关机重启后才行，真无语

1025: 一般般吧

1026: 好垃圾一点都不好玩谁不信自己试试

1027: 场景很好，人物造型不怎么样

1028: 那招式感觉回到了邵氏电影时代，华山派感觉不到剑气。。。。少林只是个大老粗，没什么看得像武功的招式，打起来像街头斗殴，只能硬来，...

1029: 我擦，我重新安装了一下，妈的上来号没了，还得重新创建人物，什么垃圾游戏啊，真垃圾

1030: 好卡，我手机太垃圾

1031: 侠客还不能升星，希望能改，不然玩不下去了

1032: 侠客，内功，宝石，扫荡这样多功能就是将产品利益最大化。俗称坑爹

1033: 太残忍太血腥了，果断卸载

1034: 这游戏太血腥了，怪物的血喷一地，好恶心好邪恶啊，玩就玩呗，整哪那么血腥干嘛，希望客服修改成萌萌的。

1035: 太卡了！！！！

1036: 副将（紫）、高级宝石、精力（快速恢复）、扫荡都需要钱，花钱越多玩的越好，没钱的后期玩不下去

1037: 操他妈的，没几分钟就闪退一次，就不能好好弄下服务器吗？

1038: 其他时候速度还行但一要兑换礼包就卡死破玩意

1039: 平均两分钟闪退一次。。。怎么玩

1040: 呃，服务器进不去

1041: 耐玩性比较强，有钱就能群殴，没钱要学单挑

1042: 不卡，比站桩游戏好玩多了

1043: 大家别下了。垃圾游戏 里面的职业和笑傲江湖一点关系都没 ！

1044: 这吊游戏，打开就黑屏，根本打不开！怎么回事？？？

1045: 表扬表扬下，完美发行的游戏。

1046: 我用的是note4一点不卡 很赞的游戏 那些说卡的调低一些特效试试

1047: 我的手机是note4 一点也不卡 很赞的游戏 说卡的关闭一些特效试试

1048: 说句公道话，我手机是vivox3v,2G内存，不卡，不闪退。如果用wif卡位，建议用手机3g网络。移动的别用3g.

1049: 很好玩啊，一点都不卡。

1050: ，note3完美运行，，只是游戏职业太少，刷野怪没经验，升级比较累，，，

1051: 先把技术搞好再出游戏圈钱，卡的逼样。

1052: 卡死了，游戏本身不错，能优化一下就太好了。

1053: pk技能无法连招，目标无法锁定，地图大要跑准能跑掉，太吃网速，时常卡顿

1054: 二8847365！0r爬个

1055: 还没下 无语的限制

1056: VIVOX3l完美运行，可怜四M
网，完全带不动，一卡2到4S

1057: 我感觉（无双逐鹿）比这更好玩

1058: 不错啊，步步高vivo完美运行

1059: 这关手机屁事啊，网络外面1M结果游戏里，说网络差，一卡一卡的，都没法玩

1060: 手游看网速固然重要，手机内存则是最重要的，，，，内存不够用网速每秒几百兆 几千 几万 有P用啊！！！内存才是你该考虑的

1061: 卧槽，说这游戏是垃圾竟然是好评

1062: 我手机确实渣，但是真的完美运行，但是他妈的我就不知道了，这一个破手机游戏要怎样的网络环境才不卡，我wifi每秒是1m的网速，照样他妈比的卡得跟看连环画一样，

1063: 手游在进步而这款手游决对不是赚手游第一桶金的人

1064: 一步一卡，卡的潇洒。一步一停，停的有型。卡卡停停，手机黑屏。

1065: 手机渣的别叫！

1066: 曾经你很优秀，但是别人卡在你前面上市抢了高点；现在手游你又姗姗来迟，你这前途尴尬啊；

1067: 确实是卡！没办法

1068: 华为荣耀6完美运行

1069: 要在城市跑半天才找到福利兑换，装备商店，合成，你不会给左上角弄个地图，或者传送啊，还有，升级特慢，游戏出来都这么长时间了才30级，你那70多级升到啥时候啊？

1070: 为什么没有里面没有地图

1071: 根本进不去，什么个意思？要换手机么？

1072: 太卡了。。玩其他的RPG手游都没这么卡，画面也就这样，人物为什么皮肤高光这么强还有为什么香炉飞在天上地摊中间有缝难道是我打开方式不对QAQ？

1073: 怎么进不去了？

1074: 太啰嗦了，真的要不下去了！！！

1075: 确实闪退，……给个解释

1076: 求平衡PK场，装备无强化和无宝石效果的PK场- -

1077: 游戏内容动作挺好，就是一步一卡，有点受不了

1078: 垃圾

1079: 我从来不评论游戏的，今天第一次，这啥碰游戏，上得了线不用30秒就闪退，不然干脆就上不了，真不懂你们会不会开发游戏，这是手游不是电脑游戏，3G上不了你们开发什么

1080: 酷派大神f1为什么不能玩。卡到进不去。

1081: 闪退，

1082: 一走一停真有型，一步一卡真潇洒

1083: 老闪退，烦死了

1084: 你们公司的游戏策划可以辞职了。浪费时间浪费钱白白开发这样一个游戏。想接近pc网游却做不到，想赚钱吧比页游还狠。你tm有想玩过怎么在游戏中生存么？你tm考虑过如何让一半以上的玩家能持续玩下去么？你以为搞出一个赚钱的东西来就万事大吉了么？傻逼，广告费你都赚不回来。

1085: 总是闪退，报错。

1086: 剧情多得恶心，笑傲江湖的剧情是个人都知道，别恶心我的智商了。浪费流量，游戏设计合理性太差。一般玩到十级不想玩了。估计只有傻逼才能玩到20级，20级以上的，只能说你玩过好的游戏没？算了，不点评，反正他们会有托来刷好评的。。

1087: 3G网，延迟。。。

1088: 玩着还行就是老闪退，送的礼包怎么用？

1089: 超卡+无敌卡+闪退+超闪退

1090: 推荐大家去玩天龙八部，比这游戏好玩多了。

1091: 60元算是首充、不是纯3d（第二代的生化危机对比第五代的生化危机）、中期装备奇缺……不过好歹是国产游戏、给个可以玩的分数吧、呵呵

1092: 卧虎是锁定的没这个好玩- -，昨天在线PK了4个小时- -感觉蛮有趣的，就是在线单挑没奖励这点不爽

1093: 本来挺喜欢玩的，但是实在是有点卡啊，完美就不能好好改下吗？真心卡！

1094: 为什么pk好不容易对面残血，我走个位，对面血就回了一半，这你叫我玩毛线。

1095: 玩到10级，剧情垃圾，打斗垃圾，75度角看垃圾，画面优秀，语音交流优秀，可以交易优秀

1096: 还不错不过不能叫纯3d！极品飞车教你做人

1097: 你们的手机太高档咯，我勒红米手机…完美运行

1098: 卡的一逼

1099: 就这也配叫3D？目前只有卧虎藏龙和玉契可以称为纯3D。

1100: 根本进不去啊…………

1101: 啥玩意，根本进不去！点击进入游戏直接显示英文了！

1102: 华山派的招式和流星蝴蝶剑上的剑的招式一样。动作可以，就是招式不炫。

1103: 不想说，下下来既然没有按键界面，果断删除

1104: 侠客太难抽,单抽基本抽不到。装备太难打，30以上的紫装基本不爆。打怪时怪物锁定乱七八糟，一会锁定这个一会那个，根本没法打，特别的boss。并且还不是真正的3D，就是一个骗钱的游戏

1105: 破游戏，老是卡，还闪退，还不如天龙八部好，我的是vivo的手机，给大家做个参考

1106: 根本不是3d游戏，人家3d游戏自由视角的而不是锁定的。

1107: 其实算不上什么3b游戏，玩过仙国志的人都知道什么才叫做3D游戏！
本机配置完美运行此游戏
4核1.2Gcpu
1G运存

1108: 玩这游戏十有九人都卡，完美并不美，你们多虚伪，你让你的美，变成一种罪！

1109: 游戏的确是一款好游戏，但完美世界运行的游戏，再好的游戏也不完美，玩过完美的网游都知道，烧钱！笑傲江湖不管画面，打斗都很不错。但是精力太少只有100，下一趟就需要8精力，每趟就2-3分钟完事。唉，不说了，你们自己去体会啊。

1110: 不错

1111: 操作界面太坑了，跟卧虎藏龙差太多了

1112: 你们啥手机啊，我的魅族MX4完美运行。

