1: 哈哈  一直用找乐在领礼包玩

2: 卡死在邓超、BABY跑的界面！动不了！无提示！
613: 多宝箱，多种玩法结合玩不腻

614: 玩的时候，还是以避开障碍为主。

615: 好喜欢跑男，全新地图来了

616: 官方首发的,支持单人对决和万人跑酷多种玩法。

617: 邓超被赋予了很多常人不具备的超能力

618: 保留节目的玩法和乐趣

619: 可以给你截然不同的体验的一款游戏

620: 超喜欢的一款游戏，操作只需要按两个键

621: 建议不要刻意去收集金币

622: 主角换成大家喜爱的跑男了

623: 终于可以体验一把撕名牌的快感了

624: 建议大家也是尽量升级到满级！

625: 缩短时间，多拾取道具！！

626: 众明星领跑，和大黑牛一起加油吧！

627: 每次到达终点前，会有一次滑动屏幕快速冲刺

628: 周五的节目这么结束了，就开始玩游戏

629: 官方首发的,一定要支持下

630: 关卡中各种各样的障碍，很好玩的

631: 怎么能获得更高的通关分数。

632: 又为跑男迷们奉上新的福利

633: 完成关卡任务数越多，获得的分数也会越高

634: 三星通关需要完成每个关卡开始前给的所有关卡任务

635: 路面上能看到的这些障碍物躲避问题不大

636: 很喜欢的游戏 一定要支持

637: 融入了许多跑男中经典的游戏玩法，超逗比的好么

638: 下载《奔跑吧兄弟：跑男来了》了，很喜欢

639: 展现自己撕名牌的能力吧，哈哈

640: 一起探索这个充满风的神奇世界。

641: 你能脱颖而出吗在游戏里？

642: 我可是有比较好的操作技巧哦~

643: 恺恺 恺恺你最帅！！！

644: 最喜欢用超哥，技能厉害

645: 一款真正体现玩家意志的手机游戏。

646: 游戏非常简单易懂

647: 人物很Q，玩法非常简单易懂

648: 无尽两大模式，超赞的！

649: 来游戏里与跑男团零距离接触

650: 这个节目这么火，游戏也是比较好玩的

651: 一款十分用心制作的游戏。

652: 跑酷手游不再停留在“换皮”的固有概念中

653: 只要挺过两次撕名牌，闯关就可以成功了。

654: 超哥作为队长 果然很厉害

655: 玩游戏--跑男，约吗

656: baby好美 技能也给力！

657: 让我们像明星一样奔跑吧!

658: 节目拍摄地模拟还原，不错！

659: 任务！！不能分多次完成

660: 要尽可能的跑得更远哦~~

661: 都吸取了玩家建议哦~

662: 最喜欢的东西移植到游戏，才好玩

663: 这里就是你最喜欢的游戏!

664: 哈哈，跑的越远分数越高。

665: 下载游戏一起奔跑吧兄弟！

666: 给这个游戏100分，超级赞

667: 画面十分绚丽

668: 和你的兄弟那么“奔跑”起来吧！

669: 节目精髓渗透到了手游的方方面面，粉丝表示满分

670: 获得越多分数的加成也就越高。

671: 具有较快的游戏节奏

672: 其中邓超的技能我最喜欢了

673: 享受奔跑盛宴，还等什么？

674: 一旦名牌被对手撕掉，闯关就失败了。

675: 奔跑吧兄弟手游有ios版吗

676: 和跑男玩游戏，亲们不可错过哦。

677: “撕名牌”大战受热捧 很多人都在公园里玩

678: 相信会令不少粉丝们欢欣鼓舞。

679: 梦了一晚上的撕名牌，哈哈一定要玩游戏

680: 每天晚上玩一会儿跑男

681: 根据全国热播节目《奔跑吧兄弟》改编的跑酷类手游

682: 最喜欢用晨妈妈，感觉很厉害的样子

683: 要快速躲避障碍通关为基准。

684: 我看跑男其实就是为了看女神，嘻嘻

685: “跑男”的游戏 一定要支持

686: 热播节目《奔跑吧兄弟》授权改编的跑酷类手游

687: 在看到终点出现时即可做好准备。

688: 哈哈，我喜欢郑凯，准备用他来跑

689: 也是杠杠的女汉子

690: 跑男来了真是太棒了

691: 最经典最刺激的环节了

692: 时下最流行的游戏，一起玩

693: 尽量将全部任务都完成，会得到最高的分数。

694: 跑男一起全民狂欢吧，哈哈

695: 还有海量实体奖品等你来拿!

696: 头可断、血可流、逗比风格不能变

697: 闯过一道道关卡，最终到达终点。

698: 可玩性相当高的跑酷啊~~~~

699: 限时收集、奖励关卡。

700: 现象级手游。我真的很喜欢

701: 非常喜欢的游戏，赞一个！！！！！

702: 喜欢节目的朋友千万别错过。

703: 研发团队深入研究节目，我表示很喜欢

704: 优化了高清图像缓解视觉疲劳。

705: 超喜欢的一款游戏 女神好美

706: 和跑男一起跑起来吧~

707: 各种道具障碍给你增添各种乐趣和挑战。

708: 大黑牛哪去了，他肯定最贵

709: 哈哈，来！！！到达终点前的快速冲刺

710: 操作只需要按两个键 方便

711: “撕名牌”环节爆笑来袭，超喜欢

712: 各位跑男中，你最支持谁呢？

713: 画面还是比较新颖的。

714: 在跑男手游，解锁礼包不错

715: 我是Baby，最擅长躺地上和别人撕名牌。

716: 奔跑吧兄弟手游体力强化道具作用

717: 和奔跑吧兄弟一起全力开跑!

718: 是可以与跑男团零距离接触哦

719: 《奔跑吧兄弟：跑男来了》场景道具丰富炫丽

720: 还是这个好玩，闯过一道道关卡与你的偶像明星一起奔跑吧！

721: 又搞定一款手游，很喜欢！

722: 下载了，很喜欢邓超~~

723: 跑男真的让我爱上郑恺，超级可爱小猎豹！！！

724: 一旦开始就会被深深的吸引，停不下来！

725: 充满了挑战和趣味

726: 更有单人对决、万人跑酷

727: 技术流想逆袭高富帅，来吧

728: 我这么厉害，真应该去参加跑男

729: 游戏中出现的道具如超级跑鞋很厉害

730: 又搞定一款手游 非常喜欢

731: 真的是很喜欢的游戏 郑恺好帅

732: 经常会有突然出现的障碍 很刺激

733: 貌似金币并不会影响最终的分数

734: 很喜欢的3D竖版 不错的游戏

735: 杨颖在跑男中赢得了很高的人气

736: 额外的奖励会增加一定的分数

737: 奔跑吧兄弟撕名牌环节是最精彩刺激的环节

738: 有游戏，无寂寞！一起奔跑吧

739: 游戏内跑男团成员悉数登场。

740: 需要有较好的操作技巧。

741: 哈哈玩游戏 好处多多

742: 打造全民竞技新经典 大爱！

743: 要尽可能的跑得更远，加油

744: 说说体力强化这个道具吧！

745: 这个游戏里有包贝尔吗？？？

746: 超级赞，喜欢邓超

747: 全按钮操控，一分钟上手。

748: 金币、钻石、积分全靠技术来赚!

749: 到达终点前，会有一次快速冲刺

750: 超级喜欢的游戏，赶快下载吧

751: 一款很创新的跑酷游戏，还不快跑

752: 我已经下载了，很喜欢！！！

753: 跑男们个个身怀绝技，终于等到郑恺出来了~~

754: 金币2000、最终冲刺*1 哈哈已经拿到了

755: 跑男同名手游可下！经典的“撕名牌”玩法复刻到游戏中

756: 无敌冲刺、护盾等会帮助玩家获得更高的分数

757: 确实很好玩，会一直玩下去

758: 和《奔跑吧兄弟》明星一起跑!

759: 会加速减少体力消耗

760: 跑过程中就不要只顾着拾取金币

761: 环节设计都吸取了玩家建议，不错

762: 风格各异，人气旺盛。

763: 关卡中各种各样的障碍类型可以给你截然不同的体验

764: 游戏画面十分绚丽 很喜欢

765: 玩跑男吧，你就能获得无穷的乐趣。

766: 特色玩法在游戏中完美还原。

767: 很喜欢郑恺，真实不做作，也很逗比

768: 场景道具丰富炫丽 喜欢！

769: 很多种节目特色玩法都在

770: AB在跑男中赢得了很高的人气

771: 打造全民竞技新经典。最终到达终点。

772: 画面色彩鲜艳精美

773: 以节目实地场景为原型

774: 是款好玩的跑酷休闲游戏

775: 正值跑酷游戏风靡全球之时的一款游戏

776: 游戏背景以节目实地场景为原型

777: 不管对手是谁，都很有趣

778: 喜欢ab 一起来谱写奔跑的未来!

779: 奖励关卡这个真的很不错

780: 人气明星将悉数登场哦

781: 包含的关卡都不错，很好玩

782: 还是忠实王宝强，带你一路飞奔

783: 必须全部完成才过瘾

784: 好喜欢跑男，一定要解锁一个大黑牛！！

785: 不服来战!我现在已经很厉害了~~

786: 加速道具和加速的地标，可以缩短通关的时间

787: 拥有超哥的小伙伴们可以用心的培养下哦！

788: 支持单人对决和万人跑酷等多种线上玩法。

789: 手游！高端洋气有意思~

790: 最关键是躲避撕名牌这个任务

791: 这个手游 一定要下载 哈哈

792: 上山下水，接受各种任务挑战

793: 体力强化道具也可配合其他道具一起使用哦！

794: 把画面做到了惟妙惟肖

795: 首创三维还原新理念哦~~

796: 开创3D跑酷手游的2.0时代。

797: 奔跑吧兄弟手游游戏里面给玩家们提供了各种道具

798: 很喜欢的游戏  还会一如既往的支持哦

799: 拉开了和其余同类型手游的差距

800: 还将颇具跑男特色的环节，与跑酷结合

801: 游戏有bug，到27级的时候主线任务完成不了，已经4天不能升级了，反馈客服也没人管，充值的时候特别快，真是失望加无奈，建议别入坑！

802: 烦得不能忍了，闪退成这样怎么玩？？？！！！

803: 好玩到爆，只是游戏内容有点少，希望多多改进。

804: 我的跑男活动都领不了

805: 下面的 你这个脑残 自己手机不好闪退 我都没有闪退 还叫别人别下载

806: 老闪退，不好。建议大家不要下载

807: 一堆逗比托

808: 怎么只能玩一盘呢？

809: 用不用网啊?

810: 请问 铃铛有什么用，怎么获得

811: 切换到烧饼修改器

812: 前期可先升级三到四级。

813: 一堆托(ฅ>ω<*ฅ)

814: 签到奖励领取宝宝名牌人物都是可以直接使用金币购买的

815: 全新升级版关卡，超级喜欢

816: 其他奖励相似，很好玩

817: 其设置的是不断减少的体力数值

818: 获得了邓超名牌的奖励！！

819: 跑男撕名牌同名手游超好玩

820: 期待王祖蓝逗比加入到跑男团

821: 跑男里，你们更喜欢谁？

822: 每种道具都会带来意外的效果哦！

823: 成就满50点可兑换20钻石

824: 还是得继续奔跑。

825: 官方正版授权的同名3D跑酷手游

826: 每天登陆签到，奖励还不错的

827: 跑男的游戏更新啦~

828: 跑过程中就不要只顾着拾取金币

829: 女神的吸引力和战斗能力果然是相当大的优势！

830: 男票超级喜欢跑男，不，是真爱！

831: 金币当然也是很重要的

832: 邓超是300个超哥名牌才能获得

833: 跑酷手游还原撕名牌、夺宝箱玩法。

834: 每位玩家都能体验真人撕名牌的决战快感

835: 跑男被赋予的技能果然是相当强大

836: 每级一到两个铃铛即可。

837: 李晨可通过多种方式得到哦。

838: 快来展现自己撕名牌的能力!

839: 每个关卡都会设置通关奖励

840: 跑男2还会来什么嘉宾~~

841: 每到一定程度，会设置一些‘障碍’

842: 没有R饮料就无法得到奖励的

843: 马上下载来一探究竟吧!

844: 路面上能看到的这些障碍物躲避问题不大

845: 每位玩家都能体验真人撕名牌的决战快感

846: 跑男“穿越”到游戏中了

847: 铃铛需求量会不断提升的领取到的成就点，有什么用呢？

848: 琳琅满目的内容等将在不断的探索中慢慢呈现

849: 每个关卡模式都设置了过关目标

850: 跑酷获胜一方可以得到相应的金币

851: 李晨是跑男团中最强和最萌的存在

852: 明星助跑就是让大家去解锁明星角色。

853: 名牌、能量等你来拿

854: 路况比较好时，也要注意变更下赛道

855: 快速戳屏幕上出现的按钮可通过金币和积分寻宝哦

856: 留存创造了跑酷类游戏的最高纪录

857: 每个道具升级都需要大量的金币

858: 控制角色需要加速前进

859: 可在游戏结束后及时补充体力

860: 大黑牛等级30级开启，5秒获得野蛮冲刺

861: 可以跟随超哥一起奔跑哦~

862: 晨的满级等级是30级

863: 可通过购买复活能量包直接得到R饮料

864: 李晨的等级15级开启

865: 鄙视，这不是仿造天天酷跑嘛

866: 真的非常非常好玩

867: 我都玩不了！

868: 真是太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太不好玩下

869: 太不好玩了

870: 一直说游戏重连！！！晕死了！！！

871: 好玩

872: 闪屏

873: 希望可以赶紧好友界面，最好增加邮件功能，好友id搜索功能，

874: 真是太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太不好玩了！

875: 垃圾游戏、一次连续碰怪连续掉血、冲刺下来居然坑上面没有桥、垃圾盗版酷跑还没人家游戏一小半成熟！

876: 一点也不好玩

877: 多久不闪退，多久玩

878: 我还没有玩，不知道好不玩。

879: 恺恺开启了

880: 总是闪退！！！！第一次下载玩了几回，就出现一直闪退的问题，看了看评论，大家都是这个问题，于是就卸载了。过了几天，看见评论里，大家都没再说这个问题，我以为已经好了，所以又重新下载了，结果还是这个问题！！！你们能不能改进一下啊

881: 反正我感觉还行，挺好玩的。

882: 瓦片尾曲七点多

883: 为什么总是死机

884: 不要下！！！特垃圾，一直闪退

885: 一直闪退 烦死了

886: 这里的评论几乎都是软件问题，软件评价，韩国跑男手游下面已经到喜欢韩国跑男叛不叛国，喜欢韩国版的都是脑残，为什么两边粉丝的素质差这么多

887: 发现一个问题，韩国跑男的手游的评论下有好多奔跑吧兄弟粉丝的各种黑，各种说喜欢韩国跑男是叛国的，这里却没有这种现象。游戏还可以。

888: 为什么进去后弹出的公告关不掉，红米人N0TE手机

889: 我特別喜歡超

890: 里面的王祖蓝，太搞笑了

891: 每个模式都设置了不同的挑战内容

892: 跑男们玩一次游戏！

893: 签到奖励，还不错的

894: 全新地图，都不错哦

895: 手游当中，肯定也会有不错的实力

896: 撕名牌、夺宝箱真是太好玩了

897: 体力上限值除了与角色相关外

898: 完成其他任务时很刺激

899: 玩家之间可以两两相互pk，很赞！

900: 我就喜欢玩跑酷类的游戏啊

901: 我发现铃铛是很重要的！

902: 无尽模式和关卡模式略有不同哦

903: 喜欢钻石和积分奖励

904: 要升级道具的话，得从主界面的技能图标进入。

905: 一旦碰到障碍物就会消耗体力

906: 在游戏中学会取舍，学会忍耐。

907: 在时间内没撕下名牌，挑战失败。

908: 钻石寻宝有机会得到永久性的名牌

909: 钻石等奖励拿到手软!

910: 最关键是躲避撕名牌这个任务

911: 钻石寻宝有几率直接得到永久性的晨哥

912: 最喜欢用超哥，你们呢？

913: 在限定分数关卡或者pk赛，分数直接影响成功与否

914: 在手机里继续上演撕名牌大战。

915: 最先开启的就是关卡模式，一起来玩吧

916: 钻石寻宝、金币寻宝、积分寻宝三类

917: 在游戏里撕足够的名牌才能兑换相应的明星角色。

918: 只要挺过两次撕名牌，闯关就可以成功了。

919: 之前每周五都早早就在电视前抬着头眼巴巴地等呢

920: 真心喜欢 受到无数粉丝的喜爱。

921: 只有闯关成功后才会解锁下一关卡。

922: 主要的道具升级，可以在选择超级跑鞋，磁铁等~

923: 这款游戏创造了2015年开门红！

924: 找宝箱等经典环节很好玩

925: 展现了节目精彩环节

926: 啧啧啧，用了30钻石寻宝1次

927: 自然少不了撕名牌刺激好玩的事情了。

928: 追及对手就要看技巧了

929: 装障碍次数不超过2次。

930: 注意了，不要被路途的中的怪物袭击。

931: 直接可兑换永久性的超哥

932: 在没有强力角色的情况，也很好用

933: 真是散发各种奇思妙想的玩法

934: 在成就奖励界面来找。

935: 遇到的撕名牌，很刺激

936: 欲罢不能的游戏!下载了！！

937: 有综艺元素在其中，赞

938: 游戏上手都比较容易，喜欢

939: 因为好奇下载玩了下 很不错

940: baby也是杠杠的女汉子

941: 也可以使用体力强化道具提升哦！

942: 要领取到更多的成就奖励

943: 迅速吸引大量用户了~~

944: 幸运寻宝，寻宝分钻石、金币、积分三种方式

945: 现在和跑男跑起来吧~

946: 先来看看道具怎么升级吧

947: 下载了，看看晨哥怎么获得

948: 喜欢跑男的一定不要错过 有游戏

949: 希望下一季的跑男也会加入蹦极这个环节吧

950: 无尽挑战难度会比关卡更大

951: 无尽模式在完成第三个关卡时解锁

952: 我最喜欢超哥，角色是硬性条件

953: 我的挑战很快就会失败。

954: 为了看跑男我和小月月也蛮拼的

955: 玩家对游戏的探索空间。

956: 完成奔跑过程遇到的各种任务

957: 推出奔跑吧兄弟跑男来了

958: 通过比赛或者完成任务来收集足够的名牌

959: 所以金币加分也还必须要熬升级的

960: 随着关卡的推进，玩法将不断呈现在玩家面前

961: 撕名牌是节目最经典最刺激的环节了

962: 体力强化道具也可配合其他道具一起使用哦！

963: 说说体力强化这个道具吧！

964: 刷钻石和刷金币操作方法相似

965: 受到市场的肯定啊

966: 活跃用户很多啊，很赞的游戏

967: 手游铃铛获取方法很多种的吧

968: 收集足够的名牌，然后兑换明星角色。

969: 是大家都很喜欢的模式

970: 普通角色的话，经常会出现闯关失败情况。

971: 让角色继续奔跑吧~！！

972: 时下最流行的的跑酷游戏了，喜欢陈赫

973: 失败一方就有点悲催了

974: 上山下水，接受各种任务挑战

975: 到达终点时还有体力，也是算闯关成功的。

976: 让各位跑男团、baby粉丝们对女神刮目相看。

977: 确实很好玩，跑男结束了，下载游戏回忆下

978: 这个游戏真的是非常好玩啊！！

979: 手游 等待更新中

980: 全新地图，豪华大奖在等你

981: 设置了三大模式哦

982: 请问 铃铛有什么用，怎么获得

983: 前期可先升级三到四级。

984: 人物都是可以直接使用金币购买的

985: 全新升级版关卡，超级喜欢

986: 其他奖励相似，很好玩

987: 其设置的是不断减少的体力数值

988: 获得了邓超名牌的奖励！！

989: 跑男撕名牌同名手游超好玩

990: 期待王祖蓝逗比加入到跑男团

991: 跑男里，你们更喜欢谁？

992: 每种道具都会带来意外的效果哦！

993: 成就满50点可兑换20钻石

994: 还是得继续奔跑。

995: 官方正版授权的同名3D跑酷手游

996: 每天登陆签到，奖励还不错的

997: 跑男的游戏更新啦~

998: 跑过程中就不要只顾着拾取金币

999: 女神的吸引力和战斗能力果然是相当大的优势！

1000: 男票超级喜欢跑男，不，是真爱！

1001: 金币当然也是很重要的

1002: 邓超是300个超哥名牌才能获得

1003: 跑酷手游还原撕名牌、夺宝箱玩法。

1004: 每位玩家都能体验真人撕名牌的决战快感

1005: 跑男被赋予的技能果然是相当强大

1006: 每级一到两个铃铛即可。

1007: 李晨可通过多种方式得到哦。

1008: 快来展现自己撕名牌的能力!

1009: 每个关卡都会设置通关奖励

1010: 跑男2还会来什么嘉宾~~

1011: 每到一定程度，会设置一些‘障碍’

1012: 没有R饮料就无法得到奖励的

1013: 马上下载来一探究竟吧!

1014: 路面上能看到的这些障碍物躲避问题不大

1015: 每位玩家都能体验真人撕名牌的决战快感

1016: 跑男“穿越”到游戏中了

1017: 领取到的成就点，有什么用呢？

1018: 铃铛需求量会不断提升的

1019: 琳琅满目的内容等将在不断的探索中慢慢呈现

1020: 每个关卡模式都设置了过关目标

1021: 跑酷获胜一方可以得到相应的金币

1022: 李晨是跑男团中最强和最萌的存在

1023: 明星助跑就是让大家去解锁明星角色。

1024: 名牌、能量等你来拿

1025: 路况比较好时，也要注意变更下赛道

1026: 可通过金币和积分寻宝哦

1027: 快速戳屏幕上出现的按钮

1028: 留存创造了跑酷类游戏的最高纪录

1029: 每个道具升级都需要大量的金币

1030: 控制角色需要加速前进

1031: 可在游戏结束后及时补充体力

1032: 大黑牛等级30级开启，5秒获得野蛮冲刺

1033: 可以跟随超哥一起奔跑哦~

1034: 晨的满级等级是30级

1035: 可通过购买复活能量包直接得到R饮料

1036: 李晨的等级15级开启

1037: 可得到更多机会~

1038: 看完节目可以一起玩手游，还是不错的！

1039: 快来下载，玩家一起共同奔跑~~

1040: 可以一直奔跑直到体力消耗完的

1041: 一看见名牌，撕下就对了。

1042: 闪闪发光的幸运寻宝，千万不要错过！

1043: 可升级的道具有将近10个

1044: 看到那个可爱，坚强，调皮的女汉子baby

1045: 进入到游戏主界面很好玩

1046: 看到道路两侧有栅栏时要及时跳跃避开

1047: 进行pk赛时，使用体力强化还是很有效的！

1048: 尽量先将其升到满级。

1049: 金币寻宝得到的奖励要比钻石差

1050: 进入游戏，查看当前的钻石数量

1051: 金币多，往往有多障碍陷阱

1052: 首先会接触到新手指导

1053: 金币、钻石是游戏内重要货币

1054: 进入到搜索设置，搜索方式选择常规

1055: 今晚我们班级的活动就是跑男手游

1056: 金币、道具、铃铛等奖励都不错

1057: 节目结束了，各种舍不得啊！所以来玩游戏

1058: 接触跑酷游戏不少，很喜欢这个

1059: 角色技能、策略路段…看你怎么玩

1060: 道具在这款游戏里面被称为技能

1061: 角色初始升级时，铃铛比较少

1062: 将热门真人秀游戏与跑酷类手游融为一体。

1063: 获得的成就点直接兑换到钻石奖励吧

1064: 建议大家也是尽量升级到满级！

1065: 积分可通过pk模式得到

1066: 简洁直接的很好玩

1067: 技巧很简单的

1068: 技能效果很炫啊，喜欢

1069: 很好玩

1070: 建议大家有金币时就先升级这个

1071: 积分寻宝可得到的奖励

1072: 节目里面重磅人物都在

1073: 角色掉落大量道具物品赶快去抢把

1074: 获得无穷的乐趣在这里！

1075: 建议大家可先升级大体力药剂。

1076: 技能开启条件，等级达到15级

1077: 活动礼包获取，很方便的

1078: 会加速减少体力消耗

1079: 关卡难度会逐渐提升。

1080: 画面都处理的非常棒。

1081: 花了人民币买了超哥，很期待

1082: 还有能量、各个角色名牌。

1083: 嘿嘿，500积分可寻宝12次。

1084: 吼吼！！PVP排行榜酷炫来袭哦

1085: 很厉害，大家就知道了！

1086: 很多玩家都比较容易忽视，道具也是可以升级的

1087: 嘿嘿，我用1500金币寻宝1次

1088: 花了25解锁得到邓超

1089: 李晨善良登场，支持下牛牛~~

1090: 会被扣除入场金币、钻石

1091: 快来和跑男团成员一对一pk对抗！

1092: 花费29RMB直接解锁了女神

1093: 很好

1094: 还是和明星兄弟们一起体验奔跑的快感

1095: 和郑恺疯狂的跑一次把

1096: 还原了节目中“背胖妞”环节，很有趣

1097: 大黑牛将和你一起奔跑!

1098: 海量金币、道具等等都非常有用！

1099: 和你的兄弟一起“奔跑”起来吧！

1100: 有经典撕名牌环节不错

1101: 还有节目这样的手游，我也要玩

1102: 哈哈，新增电影场景

1103: 关卡模式第6关：三星目标

1104: 成就奖励也是比较给力的

1105: 官方首发的,很喜欢的跑酷游戏

1106: 哥你们先走吧 我不爱跑

1107: 道具升级也许花费大量金币

1108: 邓超是每局免费复活1次

1109: 关卡级数越高，铃铛奖励越多。

1110: 关卡模式、无尽模式，喜欢的游戏

1111: 躲过撕名牌最关键的还是要及时避开障碍物

1112: 购买道具后也不错的

1113: 根据箭头方向滑动即可撕下对手名牌。

1114: 各种任务和奖励选项。

1115: 各个角色的名牌都会有点特色

1116: 关卡是可以重复进入的。

1117: 哥别过来 名牌我自己撕给你！

1118: 搞怪、爆笑、奇思妙想

1119: 刚可得到了限时的高级角色，哈哈

1120: 赶紧来看吧，下个跑男就是你！

1121: 分数也是很重要的一方面

1122: 嗯，，铃铛是升级角色必备道具

1123: 关卡升级 ，超级赞的体验

1124: 躲避撕名牌2次，闯关得分7000分

1125: 多数辅助道具都可使用金币升级

1126: 对于平民玩家们升级道具也是需要讲究先后顺序。

1127: 队长果然被赋予了超能力

1128: 逗比的搞怪，捧腹大笑哦

1129: 都有不同的玩法

1130: 电视里的特色玩法在游戏中完美还原。

1131: 完美收官，依据节目打造的手游

1132: 成就奖励是二次兑换的。

1133: 官方推出的各种福利活动

1134: 邓超技能是每30秒获得跑鞋

1135: 有比较好的操作技巧哦~

1136: 得到永久性、限时3天、限时1天的明星角色哦！

1137: 道具升级可以提升道具辅助效果

1138: 成就奖励领取的奖励和别的是不同的

1139: 新版闪亮登场，喜欢

1140: 道具升级后辅助效果更给力哦！

1141: 体力消耗完时才结束，所以这个体力上限值就很重要了。

1142: 当然也少不了Baby这位女汉子。

1143: 碰撞到障碍物时并不会立即结束游戏

1144: 我觉得可先升级加分小星星。

1145: 看到这个6关卡要获得三星难度比较大

1146: 大黑牛真是一如既往的强势

1147: 答题、撕名牌、都很好玩

1148: 凑足300钻石再进行寻宝

1149: 从旁边冒出的栅栏、从天上掉下的大桶这两个才是要害。

1150: 新版本来了，很不错

1151: 闯过难关，就能一个不一样的游戏世界

1152: 要撕名牌时，会给大家提示

1153: 知道不？出现滚动的箭头提示，可以撕名牌

1154: 一款诚意十足的跑酷游戏

1155: 刚才看到，成就奖励界面上方可看到当前累积的成就点

1156: 嘿嘿！！成就奖励很吸引人，赞一个！

1157: 我也对成就奖励不是很清楚

1158: 成就点累积满50点时兑换奖励

1159: 晨哥，是体魄强壮的大黑牛哦~~

1160: 动感光波是谁的技能

1161: 超级喜欢的游戏！喜欢我的女神啊

1162: 大黑牛在手游里面肯定也是少不了的

1163: 超哥有哪些超能力，跑鞋很厉害

1164: 超哥, baby 你们有什么想说的吗

1165: 操作简单，只需要 动动手就可以了

1166: 参与pk赛的小伙伴有点小激动

1167: 部分道具升级还得花费钻石，如护盾。

1168: 王宝强很厉害，不像大家想象中的那么弱

1169: 为什吗没有陈赫？

1170: 嗯~~不同角色有不同的属性

1171: 嗷嗷，不少雪球阻挡，哈哈

1172: 貌似不少玩家在过关时就会遇到不少麻烦

1173: 不清楚人气如何获得 求助啊~

1174: 会不定期会有各种活动哦

1175: 减缓速度，很容易就给对手追上了。

1176: 一定要避免直接撞上障碍物！！

1177: 避开障碍需要大量熟练操作哦

1178: 比起其他跑酷游戏，这个真的不错

1179: 比较爽 加速的地方也会不少

1180: 玩法比较容易，加油吧

1181: 提高50点体力上限，购买价格不低哦

1182: 哈哈~奔跑过程中体力是不断减少的

1183: 还是奔跑分数更高一方获胜。

1184: 奔跑吧兄弟团的每个人都很喜欢哦

1185: 游戏里面给玩家们提供了各种道具

1186: 体力强化道具作用很强大

1187: 有很多钻石 我很厉害

1188: pk赛很好玩 最喜欢大黑牛

1189: 每个关卡都会设置闯关 刺激

1190: 撕名牌玩法真有趣 很开心哈~~

1191: 撕名牌3张，很难 加油吧

1192: 环节有趣，我感觉比较强大

1193: 道具怎么升级啊 求助大神

1194: 奔跑方式和其他跑酷游戏略有不同

1195: 撕名牌失败有惩罚吗

1196: Baby好吗？想买一个女神来跑

1197: 手游当中很有乐趣哦

1198: 手游快速获取金币技巧

1199: 更多精彩等你发现。

1200: 奔跑吧兄弟，是我喜欢的游戏

1201: 经常会送宝箱钥匙 很有意思

1202: 各位兄弟！跑男手游来了

1203: 和我一起吗，奔跑吧。。小伙伴多多努力~

1204: 奔跑吧，女神！Baby真的是好美！

1205: 暴走流星现在还有人玩吗？

1206: 我感觉~~保证有足够的体力，才能跑得更远

1207: 谁的技能是每30秒获得磁铁？

1208: 大黑牛的技能是什么啊！！

1209: 郑恺不错的身手哦，期待！

1210: 帮助玩家快速上手，成为‘跑男’一员

1211: 安卓设备很流畅，喜欢的游戏

1212: 怎么样才能进行刷钻石操作？

1213: 爱跑男的朋友们一定要下载哦！

1214: 哎呀，节目里还是Baby最强悍的

1215: 我觉得PK模式都不错

1216: pk赛更有趣！会遇到更激烈的竞赛对抗~~

1217: 作为奔跑吧兄弟里面的女汉子 AB真是太赞了！

1218: Baby有哪些技能？求助啊！！！

1219: 貌似我是女神baby角色要 29

1220: Baby，是唯一的女成员

1221: 画面萌萌哒，捉一只女神baby回家~

1222: 准备花100积分来寻宝一次

1223: 100个Baby名牌，才能得到女神

1224: 300钻石抽奖 有人玩吗

1225: 很喜欢的一款跑酷游戏

