1: 酷毙了

1064: 我下载了跑男手游！最喜欢邓超了

1065: 全新地图，都不错哦

1066: 什么时候让孙俪上一次跑男

1067: 一起开启全新酷跑旅程吧~~

1068: 邓超这个任务，每30秒可以获得超级跑鞋

1069: 金币寻宝得到的奖励要比钻石差

1070: 2015强势开跑！

1071: 玩家对游戏的探索空间。

1072: 让竞技充满了事实元素。

1073: 我想要金币，可通过各种方式得到

1074: 我很喜欢的游戏?也很喜欢这个节目

1075: 很好的还原节目的特色

1076: 气氛紧张到窒息?玩起来好过瘾

1077: 购买道具后也不错的

1078: 不仅场面还原了，主角也原班人马植入了

1079: 让我们用奔跑来竞技，用奔跑来交流！

1080: 和跑男团一起勇闯古城，挑战极限!

1081: 跑男里，你们更喜欢谁？

1082: 可以跟随超哥一起奔跑哦~

1083: 邓超男神的表情太丰富了

1084: 陈赫哈哈?逗比?一看就想笑

1085: 全新的角色我很喜欢的。

1086: 进入到游戏主界面很好玩

1087: 郑凯……哈哈说你什么好，看过跑男的都明白

1088: 打造的同名跑酷手游，非常喜欢

1089: 陈赫技能每30秒获得动感光波

1090: 第一季就这么结束了，各种舍不得啊！

1091: 积分可通过pk模式得到

1092: 比较容易，加油吧

1093: 琳琅满目的内容等将在不断的探索中慢慢呈现

1094: 领取到的成就点，有什么用呢？

1095: 获得更多的角色技能

1096: 不少雪球阻挡，哈哈?

1097: 哈哈，新增电影场景

1098: 期待很久的游戏，太棒了~

1099: 还有海量金币、道具等等！

1100: 喜欢跑男，那就快来下载体验吧。

1101: 真是散发各种奇思妙想的玩法

1102: 要比金币寻宝更好些

1103: 玩游戏要擅用自己的睿智

1104: 为了看跑男我和小月月也蛮拼的

1105: 设置了三大模式哦

1106: 嘻嘻，很爱的游戏，这个节目很喜欢

1107: 官方正版授权的同名3D跑酷手游

1108: 我蹲马桶的时候爱玩?嘿嘿嘿

1109: 手游里名牌对决仍在继续

1110: 赫宝宝善良登场，支持下陈赫

1111: 和明星兄弟们一起体验奔跑的快感

1112: 简直帅到没朋友！！！

1113: 邓超、李晨、陈赫、郑恺、王宝强等明星上场

1114: 我很喜欢的小游戏

1115: 这款游戏创造了2015年开门红！

1116: 你是跑男迷吗？一起跑起来哦！

1117: 超爱的，画面很真实哦

1118: 成就奖励界面上方可看到当前累积的成就点

1119: 各个角色的名牌都会有点特色

1120: 真心喜欢?受到无数粉丝的喜爱。

1121: 看完节目可以一起玩手游，还是不错的！

1122: 18RMB直接解锁宝宝

1123: 广大的游戏研发从业者，都参与投递自己的创意了

1124: 超哥在达到一定等级后每局免费复活1次

1125: 开辟了国内新综艺节目快速跨界转化的新典范。

1126: 每天登陆签到，奖励还不错的

1127: 好喜欢跑男呢，第一季结束不舍得

1128: 还有海量实体奖品等你来拿！

1129: 看到那个可爱，坚强，调皮的女汉子baby

1130: 我昨天跑到7万多

1131: 不要下载啊啊啊

1132: 不要下

1133: 垃圾游戏，买了R饮料之后居然没有显示，就一骗钱的游戏，

1134: 打不开根本玩不起

1135: 太啦了！千万不要下

1136: 超好玩的
！！！

1137: 垃圾游戏，人一死就显示R饮料，你妈的，有闭眼这么想钱吗

1138: 。。。。一般一般

1139: 坑了我25元……

1140: 太好了

1141: 好好好好好

1142: 太好玩了

1143: 非常有必要下。

1144: 坑了我103元

1145: 好喜欢了，希望一定要继续加油，我永远支持你们的 爱你们

1146: 过了36关之后就没有了？

1147: 非常好，很过瘾

1148: 还行

1149: 为什么到了35关后面就不能玩i

1150: 游戏不错，但坑了我2元

1151: 怎么上不了360帐号

1152: 超过瘾超刺激的游戏！

1153: 铃铛需求量会不断提升的

1154: 钻石可在游戏内直接得到的

1155: 哪些《奔跑吧兄弟》中明星和嘉宾会被还原到游戏中

1156: 凑足300钻石再进行寻宝

1157: 嗯，好玩好玩，给你一个赞@#

1158: 融入了许多跑男中经典的游戏玩法，超逗比的好么

1159: 通过比赛或者完成任务来收集足够的名牌

1160: 一位偶像实力派跑男，加油吧

1161: 广告一堆

1162: 请叫我跑男?ps：跑的时候叫我哈

1163: 哈哈哈哈，破新记录了

1164: 新拍一个跑男，还要学会跑酷。。。

1165: 这款游戏真正由“全民制作人”共同参与

1166: 通过比赛或者完成任务来收集足够的名牌

1167: 跑酷完成这样?屌

1168: 控制角色需要加速前进

1169: 宝强的技能是什么啊！！

1170: 节目拍摄地模拟还原的不错

1171: 看到名牌，撕下就对了。

1172: 喜欢当奔跑吧兄弟跑男团队长

1173: 人物在跑动时的动态效果也做的特别棒

1174: 躺在床上不好玩…

1175: 李晨是跑男团中最强和最萌的存在

1176: 被大黑牛虐了一整期。。。

1177: 3D竖版跑酷类手游

1178: 一个都不准换，一定要back

1179: 想和明星一起跑？就玩这个吧

1180: 各种任务和奖励选项。

1181: 还有这样的手游，我也要玩

1182: 玩家都可尽情的享受当跑男的乐趣。

1183: 最喜欢用超哥，你们呢？

1184: 我就喜欢玩跑酷类的游戏啊

1185: 宝宝不错的身手哦，期待！

1186: 一块跑起来吧，一起撕名牌哦·

1187: 跑酷类型的游戏，这个真好玩

1188: 以后要过没有跑男的周五了

1189: 玩游戏，还是以避开障碍为主。

1190: 奔跑吧兄弟！跑男来了

1191: 奔跑吧兄弟:跑男来了?更多精彩等你发现。

1192: 有跑男，这才叫周末嘛~～

1193: 嗯，，铃铛是升级角色必备道具

1194: 无尽挑战难度会比关卡更大

1195: 每次节目开播期间，游戏还会举行同步的活动赛事

1196: 春节版本来了，很不错

1197: 画风比较可爱，真心喜欢

1198: 推荐老爸玩，他都玩上瘾了

1199: 成就奖励是二次兑换的。?

1200: 钻石寻宝有机会得到永久性的名牌

1201: 我甯上跑男的重任就交給小藍藍你了

1202: 等待你的极品道具和金灿灿的黄金宝箱哦！

1203: 带给我们的除了快乐还有感动和善良，团结

1204: 小贤的直接可用金币解锁

1205: 关卡模式中每个关卡都有不同的任务等待着大家的挑战哦

1206: 受到市场的肯定啊

1207: 好舍不得兄弟团们。爱你们。

1208: 游戏挑战人的反应能力。

1209: 一如既往的支持哦

1210: 还有R饮料、能量、各个角色名牌。

1211: 绿芯片怎么收集啊

1212: 很喜欢的游戏，最喜欢陈赫了

1213: 跑男“穿越”到游戏中了

1214: 又为跑男迷们奉上新的福利

1215: 撕名牌、多宝箱等等，让粉丝们过足了瘾。

1216: 跑男周五大结局了，各种不舍

1217: 可通过金币和积分寻宝哦

1218: 获得无穷的乐趣在这里！

1219: 每位玩家都能体验真人撕名牌的决战快感

1220: 获得足够的金币后可以多次对其进行升级。

1221: 每周五带给我快乐！?喜欢的游戏

1222: 关卡升级?，超级赞的体验

1223: 现在有限时1天宝宝、baby、超哥

1224: 每级一到两个铃铛即可。

1225: 期待宝蓝逗比组合也会加入到跑男团

1226: 游戏会随着进程节奏加快?会越来越刺激

1227: 快来展现自己撕名牌的能力!

1228: 晨哥，是体魄强壮的大黑牛

1229: 签到天数时可领取签到奖励

1230: 跑步，跑男，跑酷。

1231: 看到闪闪发光的幸运寻宝。

1232: 很好的融入了《奔跑吧兄弟》的一些标志性玩法

1233: 很好看也很精彩！希望在下一季中还能看到原班人马

1234: 头可断、血可流、逗比风格不能变

1235: 150个名牌才能解锁王宝强

1236: “跑男”大电影中是关键角色就是邓超

1237: 有足够金币的话，升级下道具。

1238: R饮料好赞哦！！！

1239: 无尽模式和关卡模式略有不同哦

1240: 手游铃铛获取方法很多种的吧

1241: 奔跑乐不停?精彩抢先看

1242: 不清楚积分如何获得

1243: 游戏更具挑战性

1244: 可通过购买复活能量包直接得到R饮料

1245: 新增全新的电影场景很赞哦

1246: 跑酷手游还原撕名牌、夺宝箱玩法。

1247: 手机不离身的手游玩家一定会喜欢

1248: 奔跑吧兄弟，经常会设置寻宝环节

1249: 还行吧，就是有点卡

1250: 超级好玩喔

1251: 各种缴钱 醉了

1252: 软件挺好 就是我手机太卡了 都玩不了

1253: 超好玩

1254: 呵呵  一般 一般

1255: 这游戏不错，但是我在玩的时候，又从头开始了。本来我可以解锁曾小贤的。给两星。

1256: 这只是个游戏，不错

1257: 其实这游戏很假，在你有高分的时候，它会故意让你碰到障碍！！！把你的分变低！

1258: 为什么我的不能玩，求回应

1259: 这不就是那个地铁跑酷么？勉强3星。

1260: 一起参加跑男如何？

1261: 想到欧弟在跑男打呼噜那段，简直笑出腹肌来

1262: 关卡级数越高，铃铛奖励越多。

1263: 快速戳屏幕上出现的按钮

1264: 不想玩的时候home健就行，看会别的接着玩

1265: 使用200小贤名牌兑换得到陈赫

1266: 选择了王宝强作为游戏主要角色。

1267: 时下最流行的的跑酷游戏了，喜欢陈赫

1268: 狂拽炫酷吊炸天的游戏

1269: 心情不好的时候，就去玩游戏啦

1270: 撕名牌是节目最经典最刺激的环节了

1271: 大黑牛真是一如既往的强势

1272: 超级喜欢的游戏！喜欢我的女神啊

1273: 节目里面重磅人物都在

1274: 整天心心念念想跟着欧巴一起奔跑么，，哈哈？

1275: 可以相互进行1V1对决哦~

1276: 希望下一季的跑男也会加入蹦极这个环节吧

1277: 跑男，加油！！！一起跑起来！！

1278: 明星们互相撕扯名牌的画面，让我们看的热血沸腾。

1279: 喜欢的不得了，喜欢超哥

1280: 废了半天劲，终于破记录了

1281: 很厉害，大家就知道了！

1282: 下载了，看看晨哥怎么获得

1283: 成就奖励领取的奖励和别的是不同的

1284: 技能效果很炫啊，喜欢

1285: 答题、撕名牌、都很好玩

1286: 确实很好玩，跑男结束了，下载游戏回忆下

1287: 因为好奇下载玩了下

1288: 在手机里继续上演撕名牌大战。

1289: 撕名牌作为《奔跑吧兄弟》中的经典玩法了

1290: 王宝强每局获得金币翻倍

1291: 成就点累积满50点时兑换奖励

1292: 出现撕名牌时，会给大家提示

1293: 你们现在跑刀什么程度了？？

1294: 2000金币很值钱的

1295: 用耐力十足来形容晨哥是恰当的

1296: 随着关卡的推进，玩法将不断呈现在玩家面前

1297: 《奔跑吧兄弟》火热来袭啊~~

1298: 新发现个游戏，实质是跑酷，角色都换成了跑男

1299: 李晨等级30级开启，5秒获得野蛮冲刺

1300: 手游?等待更新中

1301: 下载游戏一起奔跑吧兄弟！乐趣多多

1302: 哥你们先走吧?我不爱跑

1303: 名牌、能量、饮料等你来拿

1304: 《奔跑吧兄弟：跑男来了》更讲究游戏策略性

1305: 游戏画面色彩鲜艳精美，我喜欢

1306: pk模式在第七个关卡才可以！

1307: 不像大家想象中的那么弱

1308: 《奔跑吧兄弟：跑男来了》粉末登场。

1309: 超级喜欢?游戏，大家一起玩吧

1310: 游戏增加一定难度，才有意思

1311: 欲罢不能的游戏!下载了！！

1312: 撕名牌、夺宝箱真是太好玩了

1313: 超哥在手游里面肯定也是少不了的

1314: 突然对跑酷感兴趣了

1315: 成就满50点可兑换20钻石

1316: 进入游戏首先会接触到新手指导

1317: 奔跑吧兄弟跑男来了手游当中很有乐趣哦

1318: 接触跑酷游戏不少，很喜欢这个

1319: 金币多，往往有多障碍陷阱

1320: 晚上跑男结局，真是舍不得

1321: 在时间内没撕下名牌，挑战失败。

1322: 比起其他跑酷游戏，这个真的不错

1323: 积分寻宝可得到的奖励

1324: 留存创造了跑酷类游戏的最高纪录

1325: 我只想为赤赤加油?赤赤赤赤?人不贱有缺陷

1326: 用了300钻石寻宝12次

1327: 金币、道具、铃铛等奖励都不错

1328: 使用R饮料让角色继续奔跑！

1329: 收集足够的名牌，然后兑换明星角色。

1330: 人物都是可以直接使用金币购买的

1331: 搞怪、爆笑、奇思妙想

1332: 关卡模式、无尽模式，喜欢的游戏

1333: ?每周五最期待的就是看跑男

1334: 贴着跑男面膜看跑男，我等郑恺出场

1335: 没有你们的周五是不完美的，别了捡漏王

1336: 邓超是300个超哥名牌才能获得

1337: 快来下载，玩家一起共同奔跑~~

1338: 将热门真人秀游戏与跑酷类手游融为一体。

1339: 2015年开门红?boom?shakalaka

1340: 还是有经典撕名牌环节不错

1341: 跑男2会有谁参加？?从头到尾的那种

1342: 各种跑酷，亮瞎眼！！收视率的保证

1343: 跑男真的让我爱上郑恺，超级可爱小猎豹！！！

1344: 请问?铃铛有什么用，怎么获得

1345: 哈哈，笑死了，很有趣的样子

1346: 技巧很简单的

1347: 哈哈，我喜欢郑凯，准备用他来跑

1348: 队长果然被赋予了超能力

1349: 最喜欢的是将经典的“撕名牌”玩法复刻到游戏中

1350: 无尽模式有大量的障碍、陷阱

1351: 王宝强是一个非常不错的角色。

1352: 钻石寻宝有几率直接得到永久性的晨哥

1353: 钻石寻宝、金币寻宝、积分寻宝三类

1354: 嘿嘿，500积分可寻宝12次。

1355: 签到奖励，还不错的

1356: 激情无限，搞笑连连啊

1357: 手游当中，肯定也会有不错的实力

1358: 超哥??晨哥都喜欢

1359: 免费领取怎么还要钱

1360: 不怎么样300元就满级了所有人物都有了。

1361: 虽然很好玩，但是为什么有点卡？我为了这个原因不知道输过多少回了555

1362: PK赛
不能玩

1363: 一般般，为什么每次输了都要出现付费道具

1364: haowan

1365: 很好，超爱玩，只是怎么老让玩家花钱？

1366: 最好玩了！

1367: 好，但为什么每次都提示花钱？

1368: 打不开 垃圾

1369: 掉钱眼了，每次都要提示给钱的 ，，，

1370: .....

1371: 拥有超哥的小伙伴们可以用心的培养下哦！?

1372: window系统电脑，可以通过安装安卓模拟器在电脑上体验哦！?

1373: 奔跑吧兄弟手游有ios版吗

1374: 钻石寻宝有更高的几率得到永久性角色

1375: 哈哈，还有宝宝名牌哦~?

1376: 超级喜欢的游戏，赶快下载吧

1377: 《奔跑吧兄弟》官方正版授权，喜欢

1378: 2015和跑男一起全民狂欢，全力开跑!

1379: 游戏里包含的关卡都不错，2015年首款现象级手游。

1380: 《奔跑吧兄弟：跑男来了》场景道具丰富炫丽

1381: 360和乐逗联合研发，超级赞，喜欢

1382: 钻石寻宝、金币寻宝、积分寻宝，玩法很多

1383: 无论对手是谁，都很有趣

1384: 喜欢，哈哈哈成功躲过撕名牌

1385: 躲过撕名牌最关键的还是要及时避开障碍物

1386: 奔跑吧兄弟手游pk失败可以获得积分吗

1387: 建议大家也是尽量升级到满级！

1388: 游戏里面推出了三位跑男兄弟

1389: 道具在这款游戏里面被称为技能

1390: 当碰撞到障碍物时并不会立即结束游戏

1391: 奔跑分数更高一方获胜。

1392: 使用普通角色的话，从第7关开始就经常会出现闯关失败情况。

1393: 跑男被赋予的技能果然是相当强大

1394: 整体上来看的话，超哥整体实力更强大些

1395: 最喜欢用晨妈妈，感觉很厉害的样子

1396: 最关键是躲避撕名牌这个任务

1397: 500个Baby名牌，才能得到AB

1398: 奔跑吧兄弟手游第6关要闯关成功，很难

1399: 一旦名牌被对手撕掉，闯关就失败了。

1400: 同名3D竖版跑酷类手游，还不错

1401: 寻宝设置了三种形式，都不错

1402: 下载《奔跑吧兄弟：跑男来了》了，很喜欢

1403: 这里就是你最喜欢的游戏!

1404: 哈哈，在这里展现自己撕名牌的能力!

1405: 获得更高的通关分数呢？？

1406: 撕足够的名牌就能兑换相应的明星角色

1407: 跑男手游，解锁你的礼包吧

1408: 来游戏里与跑男团零距离接触

1409: 与你的偶像明星一起奔跑吧！

1410: 一个R饮料，效果也是很爽的。

1411: 由“全民制作人”共同参与的

1412: 为跑男迷们奉上新的福利

1413: 幸运寻宝有一定几率得到人物哦！！

1414: 赶快加入吧，跑男就是你!

1415: 非常喜欢的游戏，赞一个！！！！！

1416: 额外的奖励会增加一定的分数

1417: 超哥直接购买超哥礼包得到

1418: 游戏内还特别设置了寻宝系统哦

1419: 画面效果和光影渲染都非常好

1420: 非常好玩的跑酷类游戏！

1421: 获得越多分数的加成也就越高。

1422: 可以给你截然不同的体验的一款游戏

1423: 关卡级数越高，铃铛奖励就越多。

1424: 李晨很厉害，看看技能大家就知道了！

1425: 超哥的免费复活技能很赞@！

1426: pk会遇到更激烈的竞赛对抗

1427: 手游铃铛获取方法很多种的

1428: 接触跑酷游戏不少，最喜欢这个！！

1429: 小贤的两项技能也是比较给力的

1430: 邓超被赋予了很多常人不具备的超能力

1431: 玩的时候，还是以避开障碍为主。

1432: 寻宝获得各种奖励，很刺激的！

1433: 陈赫挺强的，我喜欢！

1434: pk模式需在完成第七个关卡哦！！！

1435: 金币多的地方会有比较多障碍陷阱

1436: 无尽模式是在完成第2个关卡时解锁的

1437: 游戏上手都比较容易?小伙伴们快来

1438: 使用宝宝获取金币会更为容易。

1439: 最经典最刺激的环节了

1440: 享受当跑男的乐趣。那就玩个够！

1441: 装障碍次数不超过2次。

1442: 大家可看到这个6关卡要获得三星难度比较大

1443: 花费29RMB直接解锁了女神

1444: 我们需要做的是接着烧饼辅助搜索数据变成唯一

1445: 打开烧饼辅助修改器，然后最小化到后台运行

1446: 进入游戏，查看当前的钻石数量

1447: 奔跑吧兄弟手游道具怎么升级

1448: 宝宝和超哥哪个更厉害呢？

1449: 在游戏中施展自己的体能技艺

1450: 全按钮操控，一分钟上手。

1451: 一直缺少金币，555555

1452: 也是杠杠的女汉子

1453: 躲避撕名牌2次，闯关得分7000分

1454: 刷钻石和刷金币操作方法相似

1455: 风格各异，人气旺盛。

1456: 赫宝宝善良登场?好玩的

1457: 还有海量实体奖品等你来拿!

1458: 新春版不错?还有更多节目玩法等你来发掘。

1459: 游戏更新啦~?中国跑男特色的“背胖妹”与跑酷结合

1460: 喜欢ab?一起来谱写奔跑的未来!

1461: 尽量每个关卡都获得3星，有更高的几率得到宝宝名牌?

1462: 积分获取也会相当困难的。

1463: 上山下水，接受各种任务挑战

1464: 关卡模式第6关：三星目标

1465: 金币、钻石是游戏内重要货币

1466: 奔跑吧兄弟手游辅助刷钻石方法

1467: 体力强化道具也可配合其他道具一起使用哦！

1468: 奔跑吧兄弟手游关卡模式，每个关卡都会设置闯关

1469: 超级喜欢的游戏！?官方正版授权3D跑酷手游

1470: 安卓设备需要先进行ROOT

1471: TMD,太坑人了，买了超哥，竟没有给我，白白坑了老子25块钱，你妹！！

1472: 真不好，下线后再登存档全无，好不容易要得到小贤 烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦烦

1473: 为什么我下线待会儿再玩，等玩的时候存档不见了呢？

1474: 为什么我关掉了游戏待会再玩,玩的时候存档没有了呢?

1475: 怎么联网PK

1476: 一点不好

1477: 大爱baby

1478: 大爱baby。永远支持跑男。

1479: 我今天刚下载的，感觉还不多。

1480: 额，小贤应该是陈赫。

1481: 是有那么点意思，弄不好就扣电话费了，结束就提醒，这就是一个误导扣话费的游戏。要想买道具不会自己找啊，不需要你提醒，这样只会让人很反感。

1482: 买了人物没有送过来

又太卡

1483: 尼玛不小心点进去了25块钱就没了，很容易就付钱的告诉你。

1484: 好玩

1485: 这款游戏要好玩得多呀！

1486: 非常好玩！

1487: 不错

1488: 说说体力强化这个道具吧！

1489: 每种道具都会带来意外的效果哦！

1490: 奔跑吧兄弟手游游戏里面给玩家们提供了各种道具

1491: 体力强化道具怎么获得

1492: 奔跑吧兄弟手游体力强化道具作用

1493: 只要挺过两次撕名牌，闯关就可以成功了。

1494: 避免直接撞上大桶了。

1495: 路况比较好时，也要注意变更下赛道

1496: 看到道路两侧有栅栏时要及时跳跃避开

1497: 跑过程中就不要只顾着拾取金币

1498: 我是Baby，最擅长躺地上和别人撕名牌。

1499: 从旁边冒出的栅栏、从天上掉下的大桶这两个才是要害。

1500: 最早接触到的是宝宝名牌

1501: 撕名牌也是相当出彩的一部分

1502: 正版跑酷游戏火热上线了，一定要支持

1503: 1500金币寻宝1次 一会去！

1504: 初始升级时，铃铛需求量比较少

1505: 以节目实地场景为原型

1506: 金币、道具、铃铛等奖励都不错

1507: 李晨的等级15级开启的

1508: 和跑男一起跑起来吧~

1509: 成就点累积满50点时，可兑换奖励

1510: 需要有较好的操作技巧。

1511: 宝蓝组合，太搞笑了

1512: 当然也少不了Baby这位女汉子。

1513: 路面上能看到的这些障碍物躲避问题不大

1514: 在看到终点出现时做好准备吧！

1515: 与上一款赛车游戏不同，这款更好玩

1516: 名牌用于兑换解锁宝宝这个高级角色哦

1517: 跑男成员宝宝专属名牌

1518: 奔跑吧兄弟手游ios版什么时候

1519: 到达终点前，会有一次快速冲刺

1520: 画面还是比较新颖的。

1521: 要尽可能的跑得更远，加油

1522: AB在跑男中赢得了很高的人气

1523: 享受奔跑盛宴，你还等什么？

1524: 看跑男其实就是打发时间的，嘻嘻

1525: 一起玩手游，还是不错的！

1526: 可玩性相当高的跑酷游戏

1527: 手上已经积累了足够的钻石

1528: 设置了不同的挑战内容

1529: 和百万玩家开创3D跑酷手游的2.0时代。

1530: 收集150个宝宝名牌即可得到宝宝。

1531: 并且减缓速度，很容易就给对手追上了。

1532: 现在正在火热上架中的手游奔跑吧兄弟跑男来了

1533: 一旦碰到障碍物就会消耗体力

1534: 画面色彩鲜艳精美

1535: 限时收集、奖励关卡。玩法很多！

1536: 这个节目这么火，游戏也好玩的

1537: 下载游戏，一起奔跑吧，兄弟！

1538: 超哥： 每30秒获得超级跑鞋

1539: 身边喜欢跑男的一定不要错过

1540: 貌似金币寻宝得到的奖励要比钻石寻宝差

1541: 花了300钻石寻宝12次

1542: 超哥在手游里面肯定也是少不了的

1543: 一起比赛吧！！各位小伙伴多多努力~

1544: 最喜欢R饮料，让角色继续奔跑！

1545: 融入了关卡模式众多的任务挑战的，很喜欢

1546: 跑男游戏里面设置了三大模式哦

1547: 这个游戏控制角色需要加速前进

1548: 王宝强是一个不错的角色。

1549: 特色玩法在游戏中完美还原。

1550: 具有较快的游戏节奏，一起共同奔跑~~

1551: 快来下载，精心的陷阱设置

1552: 还有海量金币 经典撕名牌环节不错

1553: 经典的3D竖版，钻石等奖励拿到手软!

1554: 关卡是可以重复进入的。

1555: 让各位跑男团、baby粉丝们对女神刮目相看。

1556: 我们首要考虑的是如何通关这个关卡

1557: 到达终点时还有体力，算闯关成功的。

1558: 拉开了和其余同类型手游的差距

1559: 撕名牌、夺宝箱多种节目特色玩法都在

1560: 各种神奇的道具搭配

1561: 晨哥怎么获得 堪称一场视觉的盛宴。

1562: 展现自己撕名牌的能力!，他肯定最贵

1563: 进入到搜索设置，搜索方式选择常规

1564: 切换到烧饼修改器

1565: 首创三维还原新理念

1566: 手游跑男来了真是太棒了

1567: 真正体现玩家意志的手机游戏。

1568: 玩游戏时 不要迟疑，撕下名牌就对了。

1569: 时下最流行的 手游R饮料可以免费得到吗

1570: 在体力耗尽时可以满血恢复体力

1571: 会有不少雪球阻挡，哈哈

1572: 晨哥可直接用钻石购买

1573: 手游的方方面面加速的地方也会不少

1574: 加油吧 都设置了各种任务和奖励选项。

1575: 是款好玩的跑酷休闲游戏

1576: 帅气的跑男们 追上也会比较容易

1577: 撕名牌环节会在关卡模式出现。

1578: 手机上"跑男来了"的游戏 这可是给大家惊喜

1579: 刚开始遇到的撕名牌，很刺激

1580: 及时补充体力，继续奔跑。

1581: 建议可以升级下道具。

1582: 有条件的玩家可以解锁女神

1583: 钻石寻宝有几率直接得到永久性的晨哥哦

1584: 游戏中经常会有突然出现的障碍

1585: 超级跑鞋很厉害 比较爽

1586: Baby是最强悍的角色了 大战受热捧

1587: 游戏类似神庙逃亡 目前已开启的几个角色呢？

1588: 垃圾，不小心还被扣钱了。。

1589: 不错的游戏，那些黑这个游戏的人都是一群婊子，好游戏都给抹黑了(・^・╬)

1590: 坑人的游戏，扣了我25话费！！！！骗子！！还好意思说单机游戏

1591: 还行

1592: 为什么连不了机啊

1593: 你们的手机太卡了吧

1594: 其实很简单，总是左边跑就行了。

1595: 我玩到了32关了

1596: 垃圾   要钱

1597: 16关怎么保护好名牌啊

1598: 谁能告诉我16关的时候怎么躲避名牌啊

1599: 我不能pk。。。？？？网络16兆啊

1600: gdfh gggh

1601: 好玩

1602: 第29关怎么玩儿啦？

1603: tinghaode

1604: 无尽模式太卡了，本来不应该over的，结果……不过游戏本身多好耍的。

1605: 第29关怎么过啊

1606: 按了一键满级 扣了钱还不给  坑爹呀！！

1607: 不少玩家在第6关时就会遇到不少麻烦

1608: AB是满级等级30级

1609: 邓超得收集300个超哥名牌兑换的

1610: 超哥作为队长?果然很厉害

1611: 可以跟随超哥一起奔跑哦~

1612: 参与pk赛的小伙伴有点郁闷

1613: 只有闯关成功后才会解锁下一关卡。

1614: 画面十分绚丽

1615: 还有全新升级版关卡，尽量将全部任务都完成

1616: 超级喜欢?金币并不会影响最终的分数

1617: 门闸的设施，很危险，需要技巧。

1618: 最喜欢用超哥，技能厉害

1619: 从这里开始，金币2000

1620: 连续签到28天即可得到王宝强

1621: 会得到最高的分数。

1622: 获得最终冲刺*1、开局冲刺*1。

1623: 神秘的探险之旅?金币、钻石、积分全靠技术来赚!

1624: 今晚活动，新增全新的电影场景

1625: 官方手游即将重装出击。

1626: 节目中最经典也来了

1627: 最受观众喜爱的就是“撕名牌”玩法。

1628: 我自己也玩，豪华大奖倾力助阵！

1629: 好喜欢跑男，全新地图来了?

1630: 很喜欢的游戏??还会一如既往的支持哦?

1631: 最喜欢BABY了，好美丽哦！！

1632: 我花了25RMB买的邓超

1633: 节目玩法全移植，每个关卡都会设置通关奖励

1634: 赶快加入吧，pk模式怎么解锁？

1635: 游戏非常简单易懂

1636: 每天晚上玩一会儿跑男

1637: 组队任务、过程收集都很好玩

1638: 一款十分用心制作的游戏。

1639: 众明星新年领跑，加油吧！

1640: 宝强等级15级开启，每局获得金币翻倍?

1641: 还是这个好玩，闯过一道道关卡

1642: 收集金币也是这个游戏中必不可少的部分。

1643: 超喜欢的一款游戏，操作只需要按两个键

1644: 任务！！不能分多次完成

1645: 我喜欢用邓超，疯狂的跑一次

1646: 不要被金币诱惑?必须全部完成才能获得三星

1647: 希望是极品道具

1648: 哈哈，来！！！到达终点前的快速冲刺

1649: 他们都拥有两项技能?很厉害

1650: 很考验反应能力和左右脑配合。

1651: 打造全民竞技新经典。最终到达终点。

1652: 又搞定一款手游，很喜欢！

1653: 超哥从技能效果上都是比较给力的

1654: 终于可以体验一把撕名牌的快感了

1655: 中途有各种障碍，有金币奖励

1656: 最喜欢的东西移植到游戏，才好玩

1657: 超哥：?等级15级开启，每局免费复活1次?

1658: 主角换成大家喜爱的跑男了

1659: 万人跑酷多种玩法。

1660: 跑酷游戏风靡全球，我最爱跑男

1661: 我的宝宝每30秒获得磁铁?

1662: 官方首发的,一定要支持下

1663: 关卡中各种各样的障碍，很好玩的

1664: 单人对决、万人跑酷都很好玩

1665: 热播节目《奔跑吧兄弟》改编的手游

1666: 道具障碍增添乐趣和挑战。

1667: 宝宝和超哥的满级等级都可以达到30级

1668: 这几个跑男中，你最支持谁呢？

1669: 从获取条件来看，获取超哥更为困难些

