1: 又变一点了  还开不开啊。

2: 什么时候开。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
344: 为什么360给的礼包兑换码老是用不起？能不能不要这么坑！两个了！第一个我也就忍了，特么的第二个了！还有邮件系统能不能处理下？不退一次它就一直有提示，对于有强迫症的我会造成很大的伤害的！最后就是卫星定位里只要体力是满的就领不了精力建筑里的精力这是什么鬼设定！哦对了，能不能显示下自己的BOSS 积分？看不到很困扰的。最后的最后还是给的5星，祝游戏越办越好。满好玩的

345: 竟然还是那种打架游戏，还以为是每个副本一个解谜，断案子之类的。一点创新没有。说到柯南首先想到密室解谜类吧？太失望了。这跟其他破手游有啥区别啊。卸载。

346: 超好玩^ω^

347: 解说员应该是官配，声音好听，游戏一般

348: 这真是官方授权的游戏么？为什么官方会授权这么垃圾的游戏来砸柯南的牌子？

349: 这个游戏虽然好玩，系统却还不成熟，异常特别多

350: 太卡了，经常出错，刚刚在那个塔闯一次，结束后它竟然提示闯了4/3，我一下子无语了，能不能别这么坑啊！

351: 不错

352: 怎么昨天晚上玩得今天晚上就玩不了了

353: 这个游戏有网吗

354: 很棒！声优配音很赞，但是可能我手机不好吧！大概十几分钟就会闪退一次！

355: 可以打别人不

356: 画面有点纷乱，战斗有点呆

357: 刚玩十分钟就不想玩了

358: 我想这个游戏最擅长的就是闪退了(￣∇￣)

359: 不好玩！

360: 完美闪退

361: 有意思的游戏，玩一下，然后抽空还得调戏下PP语音上面的妹子去，乐趣无穷！

362: 很赞！推荐大家也来玩一玩〖转眼之间〗

363: 呵呵，我手机照样玩，运行2G，手机烂别在这说什么。

364: 登陆不了，玩不了，看到楼上某米1G运行内存这样的高配才可以玩，让我们这些2G的无地自容

365: 我都有6个五星卡牌，里面包含工藤新一（在游戏里称：警救界新一）、安室透（波本）（警察派来的卧底）、白马探、合唱团光彦、合唱团元太、还有那个什么小什么警部、远山斯郎吉、四星：高中生小兰……对了、五星还有世良真纯

366: 太好玩了一天有了3张五星卡

367: 进不去

368: 玩不了的都是低配手机，我的红米能玩，哈哈哈

369: 这个不是垃圾，你才垃圾呢！谁说打不开，明明能打开的好不好！

370: 这个太太太太太太太太太太太好玩了！大家赶快下载！

371: 这游戏是干啥呢？很好玩？

372: 闪退

373: 太太太太太好玩了比什么都好玩！

374: 太好玩了！

375: 游戏不怎么样，内容很无聊。经常闪退，完了半个小时玩不下去了

376: 为什么登录成功了玩不了啊

377: 非常好玩

378: 不知道别人的怎么样，反正我玩的很开心，就是偶尔会闪退，希望尽快修复。我好想要怪盗基德啊。

379: 好脑残的游戏，玩了10分钟除了点屏幕都不知道在干什么，骗感情的东西

380: 老是闪退

381: 安装不，为什么

382: 网络链接失败

383: 玩的正起劲，居然闪退

384: 总进不去啊。。

385: 同年的回忆啊(๑•ั็ω•็ั๑)

386: 还可以

387: 所以说为什么柯南手游早就粗了，现在才火起来啊喂！←_←

388: 总是闪退╰（‵□′）╯

389: 每次听配音都秒出戏hhhhh…还以为日版配音我果然想多了→_→

390: 内测区呢？！我的账号啊

391: 超级垃圾！柯南是侦探呀！亏你们能做成打怪升级游戏！大家不要下了，就是MT卡牌游戏一样一样的！

392: 客服呢，！ 17个钻石卡全开完才900多个钻   你们这么屌玩家知道吗？

393: 总是闪退，登都登不了，希望快点解决吧

394: 服务器太不好了   用的家里的网竟然还跟慢

395: 宿敌怎么显示不出来，刷新也很慢。

396: 不好玩

397: 很好玩，但是我玩一会就闪退是怎么回事(ಥ_ಥ)

398: 容易闪退

399: 为什么每次都显示网络连接失败，请稍后重试，我是无线网，同一时间其他都能玩，网速畅通，卸载过重下还是一样，ROOT权限全开还是登录不了，用的手机号注册的360账号，其他都能玩

400: 昨天充了30元人民币进去，可餐厅建造一进入就秒退，望去去解决！

401: 柯南迷很喜欢

402: 网络连接失败？

403: 好玩的不得了

404: 闪退

405: 居然是卡牌游戏，青山刚昌知道吗

406: 大好玩了

407: 还不错，只是玩时经常闪退

408: 进都进去

409: 好玩，但可能是我手机不好，有点闪退。

410: 不好玩

411: 费流量吗？ 我是学生党，没有多少流量   一小时多少流量？

412: 实在太好玩了

413: 游戏画质很好，很棒，祝柯南OL越做越好！

414: 根本进不进去

415: 好玩阿，天天玩

416: 垃圾

417: 闪退

418: 闪退！闪退！闪退！

419: 首充送京东卡到现在还没送

420: 他妈的，取个名字怎么那么难

421: 黑屏，闪退...没法玩儿....

422: 黑屏，闪退...没法玩儿

423: 玩一会就掉了

424: 不错，

425: 我本来就挺喜欢柯南，现在竟然还出了游戏

426: 是正版柯南十五字十五字十五字十五字……

427: 等了这么久终于公测了，大爱

428: 柯哀在一起 在一起 在一起

429: 从内测的时候就一直在关注，终于要公测了，好期待

430: 体力总是不够用，我要升级啊啊啊

431: 柯南可以说是从小陪我成长的电视了，出了手游怎能错过？

432: 好评 32个赞

433: 人物还原度很高，跟动漫里的一样呢

434: 真相只有一个——就是太好玩啦~~~

435: 柯南终于出手游了，好期待=.=

436: 很好很不错

437: 千万別下因为说话大多了

438: 秒闪3分钟一次

439: 呼呼，终于公测了

440: 游戏玩累了就开始玩pp语音，在男女之间找到有意思的乐子，可有趣了！

441: 超喜欢柯南，游戏也棒棒哒，祝《名侦探柯南OL》红红火火

442: 好玩 容易玩

443: 棒棒的，超爱柯南。力挺！加油加油！

444: 好玩

445: 为什么会闪退？

446: 太好玩了，根本停不下来，赞赞赞(≧▽≦)/

447: 太好玩了，根本停不下来。带你走进推理世界，请大家多多关照。

448: 闪退

449: 柯南

450: 进不去，什么名字都不行

451: 画面挺不错，配音感觉会不会是原班人马…

452: 体力总是不够用，根本停不下来…

453: 灰原哀是我的女神女神女神~~~

454: 柯南粉一定要把这个游戏顶起来

455: 全球定位里那个隔壁家老王总是来抢我的商店=.=

456: 自从玩了柯南，一口气儿上五楼…

457: 运行很流畅，玩起来感觉很好

458: 柯南出手游啦，不用去撸啊撸了…

459: 游戏福利挺不错，感觉我这种吊丝也能玩….

460: 谁知道如何款速获取卡牌啊？

461: 从小学生等到大学生，柯南终于出手游咯~

462: 全球定位系统很有新意，剧情也很吊，人物美，好评

463: 太好玩啦，必须五星好评

464: 剧情跟动漫一模一样，又重温了一遍

465: 可以上阵好多人物，看来要多多收集卡牌啦

466: 上来就有阿笠博士..看来他不是终极BOSS…

467: 太好玩啦，根本停不下来

468: 祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

469: 顶 柯南手游

470: 柯南粉丝一定不能错过

471: 前一段新闻还在批柯南动漫，手游这都出了，看来是下了很大一盘棋里….

472: 步美的配音真是太好了，要是能多有点儿配音就好啦

473: 然而柯南早已看穿了一切

474: 礼包礼包~哪里可以领取礼包！

475: 签到就送我的女神灰原哀，赞！

476: 升级很快啊，第一天都快40级了

477: 赶紧开新服赶紧开新服

478: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

479: 好是好，就是遇到了问题，战队换下来的开片就消失了，背包里看见有，但是在装备栏里找就没有，我已经有10几张五星级的卡片的莫名的消失了，希望赶快修复BUG，我现在只能用四星的，哎，好苦逼，不就好就可能放弃了。

480: 怎么老闪退！！！

481: 闪退，进不去

482: 很不错原来没有

483: 怎么样

484: 秒删。

485: 秒退

486: 柯南天下第一棒，最爱柯南

487: 什么游戏

488: 有史以来最后悔下载的一个软件，差评!

489: 秒闪

490: 秒闪

491: 买个月卡玩玩看

492: 超级好玩！力荐！！！
超级好玩！力荐！！！

493: 愿名侦探柯南OL红红火火！

494: 希望多点动画效果和需要推理部分及剧情

495: 好玩不错OL

496: 看柯南，玩游戏，明羁绊，忆剧情，动脑子，你还在等什么
看柯南，玩游戏，明羁绊，忆剧情，动脑子，你还在等什么

497: 恭喜大火
32

498: 正版柯南，太怀旧了！！！

499: 柯南战斗力不是第一？这不科学！

500: 探索游戏中

501: 还不错哦，挺喜欢的，本来就很喜欢看名侦探柯南，现在有能玩，真的是美梦成真啊

502: 赞一个！！！！！

503: 卫星定位，很高大上啊

504: 感觉挺好玩的，全程有很多需要推理以及思考的地方

505: 柯南迷们赞一个

506: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

507: 我的最爱。感觉好好玩～大家快下载来玩吧～感觉这个游戏棒棒哒～

508: GOOD！游戏很好玩很喜欢~

509: 为啥我的侦探徽章就没法升级呢

510: 背包都是乱码，上阵都做不到

511: 忠实的柯南粉，期待精彩的柯南游戏世界。一liu_yiyo

512: 游戏做的章节还是不错的

513: 动漫看了两百集，希望游戏一样好玩

514: 还不错，画面声音都可以

515: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

516: 还真不错，有意思，剧情很好！

517: 对于柯南脑残粉的我来说，好玩的

518: 我觉得还可以，只不过，我不太喜欢卡牌的，我希望出一个用自己大脑破解的名侦探柯南

519: 同学介绍的，玩着还不错

520: 很喜欢看柯南，这游戏也挺好的，不错，温习剧情

521: 我非常喜欢名侦探柯南这款游戏之前一直没玩上今天终于玩到了！

522: 好玩必须给五星，我都有救星新一和他爸了，还有合唱团灰原

523: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

524: 很喜欢柯南，难得有这么个游戏，里面内容丰富，画面好看，挺一个~

525: 好玩！大爱名柯！怒赞！希望游戏越办越好！

526: 凶手仍为找出，侦探仍需努力

527: 感觉挺有意思的，边玩边看看剧情，米3没有闪退过

528: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

529: 从来没玩过这么好玩的游戏！

530: 是正版柯南十五字十五字十五字十五字……

531: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

532: 好玩，力顶柯南君

533: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

534: 很不错的游戏，非常喜欢柯南，争取做到最好

535: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

536: 真心好玩，柯南迷们快来下载吧！

537: 真是太赞了!!我超级爱玩的(≧?≦)vrey nice

538: 名侦探柯南OL很给力啊 祝柯南越来越火 名侦探柯南OL越来越给力!

539: 怪盗基德怎么弄啊？好想要~

540: 游戏背景很好 有剧情

541: 柯南是我的最爱，希望游戏越做越好

542: 为何老是闪退？？？？

543: 玩游戏的时候有一种重新看了一遍动画的感觉.-

544: 喜欢名侦探柯南，所以希望游戏更好

545: 终于公测啦公测啦啦

546: 领了个大礼包！

547: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

548: 真相只有一个，凶手就是你(*^__^*)

549: 游戏还不错啊，真好玩！祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

550: 柯南正版手游必须五分好评！！！！

551: 配音不错！

552: 人物风格高度终于原著

553: 游戏很好玩冲着柯南去的

554: 真相只有一个，凶手就是你(*^__^*)

555: 太赞了。。good。。推荐去玩哦。。

556: 我相信名侦探柯南OL手游带给我的也是一段以后回想起来不错的回忆。

557: 不错，好玩，一直就比较喜欢柯南

558: 敬请关注名侦探柯南，推理秀即将上演~~~

559: so good 祝游戏越做越好

560: 柯南出了估计有二十年了，手游也终于出来了，一定好好好体验一下

561: 真的很好，大爱柯南！！

562: 那个老抢我科技碎片给我出来，保证不打死你！

563: 剧情还原度很高，动漫里的人物基本都有出现

564: 我要一个打十个~把所有侦探都收集齐~~

565: 一直都在关注这款游戏，终于要公测啦

566: 看见柯南正版我就滚进来了

567: 画面挺不错，配音感觉会不会是原班人马…

568: 好玩好玩好玩好玩好玩好玩玩玩玩

569: 魅族完美操作。。。

570: 哪位哥哥带我一起玩啊~

571: 力顶柯南，我是新兰党

572: 体力总是不够用，根本停不下来…

573: 很好玩 首充了下 就有 合唱团柯南勒

574: 灰原哀是我的女神女神女神~~~

575: 礼包礼包~哪里可以领取礼包！

576: 什么时候开新服啊？

577: 签到就送我的女神灰原哀，赞！

578: 升级很快啊，第一天都快40级了

579: 赶紧开新服赶紧开新服

580: 很不错的游戏，非常喜欢柯南，争取做到最好

581: 业界良心 经典还原

582: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

583: 好玩 不错

584: 买个月卡玩玩看

585: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

586: 服务器竟然爆满 爆满 爆满进不去！

587: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

588: 从来没玩过这么好玩的游戏！

589: 人物之间都有缘分，阵容的选择十分重要

590: 柯南正版手游必须五星好评

591: 不知道能不能在游戏中见到黑衣组织BOSS呢

592: 好玩！大爱名柯！怒赞！希望游戏越办越好！

593: 好玩 好评

594: GOOD！游戏很好玩很喜欢~

595: 影愈黑，暗愈浓，推理之光划破夜空~~

596: 沉睡的小五郎是五星卡  我也是醉了

597: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

598: 感觉有上百张卡牌人物，希望能早点儿收集齐

599: 感觉挺好玩的，全程有很多需要推理以及思考的地方

600: 卫星定位，很高大上啊

601: 探索游戏中

602: 快来找我一起玩

603: 恭喜大火ol

604: 游戏整体上不错，不过好友还不太完善啊，期待尽快出！

605: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

606: 呵呵，看了好多年柯南，竟然出手游了

607: 服务器竟然爆满 爆满 爆满进不去！

608: 我的名字是工藤新一，是解决困难案件的高中生名侦探~

609: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

610: 凶手仍为找出，侦探仍需努力

611: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

612: 买个月卡玩玩看

613: 同学介绍的，玩着还不错

614: 有新兰党没？

615: 好玩不错0

616: 那个全球定位很有意思的

617: 业界良心 经典还原

618: 求助求助，谁知道怎么加好友啊

619: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

620: 给灰原哀配音的妹纸 挺不错挺不错……

621: 配音真是一级棒

622: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

623: 画面挺不错，人物也挺精致的

624: 专注柯南三十年

625: 全球定位 这个玩法有点儿吊啊

626: 柯哀终于在游戏里走到了一起  (*^__^*) 嘻嘻

627: 不枉我看了这么多年的柯南，竟然出手游了

628: 好评好评！

629: 柯南是款好游戏

630: 动漫里的人物基本都有出现

631: 习惯性好评

632: 体力少 体力少~~我要体力 我要体力~~~~

633: 谁知道黑衣组织终极BOSS？

634: 画风很不错，玩法也很好

635: 终于圆了我的侦探梦~感谢CCTV~感谢柯南~感谢……

636: 剧情还原度真是高，基本上所有经典案件都能在副本中体验

637: 二十年经典

638: 什么时候开新服啊？

639: 真相只有一个——就是太好玩啦~~~

640: 很好玩 首充了下 就有 合唱团柯南勒

641: 力顶柯南，我是新兰党

642: 魅族完美操作。。。

643: 好玩好玩好玩好玩好玩好玩玩玩玩

644: 看见柯南正版我就滚进来了

645: 我要一个打十个~把所有侦探都收集齐~~

646: 柯南五星好评不解释

647: 经典还原  就是这样。

648: 小米手机完美运行~

649: 全球定位玩法真是碉堡啊…竟然发现周围好几个玩柯南的…

650: 看柯南那阵儿还是小学生 现在都工作了 ，没想到竟然出手游了，一定要重温下

651: 剧情还原度很高，动漫里的人物基本都有出现

652: 科技碎片老被别人抢走，谁来教教我该怎么办嘛~呜呜~~

653: 敬请关注名侦探柯南，推理秀即将上演~~~

654: 真相只有一个，凶手就是你(*^__^*)

655: 柯南正版手游必须五分好评！！！！

656: 我在侦探事务所抽到4张卡，但是想要在阵容里想换卡却找不到我抽的卡，真不想说什么，但是你要没做好就别公测好吗，我们想好好玩都不行

657: 终于公测啦公测啦啦

658: 玩游戏的时候有一种重新看了一遍动画的感觉.-

659: 是正版柯南十五字十五字十五字十五字……

660: 我来客观评价下，从小就特别喜欢柯南，内测的时候就在关注这款游戏，刚开始的时候有一些BUG，几次修改变化也挺大，不过现在玩起来已经很流畅了，内容也丰富了很多，动漫还原度很高，柯南粉儿一定不能错过。

661: 好评 32个赞

662: 等了这么久终于公测了，大爱

663: 柯哀在一起 在一起 在一起

664: 从内测的时候就一直在关注，终于要公测了，好期待

665: 柯南可以说是从小陪我成长的电视了，出了手游怎能错过？

666: 垃圾游戏和以前玩的柯南简直两码事，这个就是平铺剧情中间跳出“怪给你打”

667: 人物还原度很高，跟动漫里的一样呢

668: 人物还原度很高，跟动漫里的一样呢

669: 真相只有一个——就是太好玩啦~~~

670: 柯南终于出手游了，好期待=.=

671: 超好玩

672: 这游戏真无聊。

673: 这个游戏太BT了，我彻底被征服了，我想这个游戏公司的人全是汉奸走狗卖国贼，建议大家千万别玩啊

674: 闪退，教学都过不去。

675: 很给力 很不错

676: 不错不错的挺好

677: 太好玩了喜欢

678: 蛮不错的游戏，有意思

679: 制作蛮精心的，就是这闪退啊……闪退啊……

680: 祝柯南大卖！

681: 有意思，想起曾经的好多事

682: 卡牌游戏，跟推理没有一点关系。。。纯粹就是讲一讲故事情节，然后就是卡牌互打的模式。。。

683: 重温童年回忆挺好的，顶一个

684: 没意思，卡牌游戏，跟推理没有半毛钱关系

685: 服务器竟然爆满 爆满 爆满进不去！

686: 沉睡的小五郎是五星卡  我也是醉了

687: 呵呵，看了好多年柯南，竟然出手游了

688: 剧情还原度真是高，基本上所有经典案件都能在副本中体验

689: 谁知道黑衣组织终极BOSS？

690: 柯哀终于在游戏里走到了一起  (*^__^*) 嘻嘻

691: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

692: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

693: 垃圾，居然是卡牌游戏!!!!

694: 没有推理要素，居然是卡牌战斗游戏，三颗星给柯南

695: 我明明有人物居然上不了，几个意思

696: 玩个屁，阵容都换不了，想换两个人物在替换的时候根本就换不了

697: 尼玛能在垃圾点吗！叻色一个，没有星！！！！

698: 下载了开始不了啊

699: 实在是太棒了，我很喜欢

700: 游戏不错！技能和人物的搭配很符合原作，重点是不花钱也能玩得很好！

701: 赞一个，终于等到柯南的游戏了

702: 游戏不坑，玩传统卡牌挺有意思的，话说你们抵制日货关柯南什么事儿？

703: 赞一个

704: 唉，小鬼子的游戏啊。。抵制。真不知道为什么用日本动漫改来让中国人玩，用日本动漫改的游戏公司一定全部都是太监，充的钱你们拿去给日本人？

705: 用日本动漫改来的游戏，说明那游戏公司全部都是汉奸，卖国贼，太监。

706: 又是日本鬼子动漫改来的游戏。。。抵制日本。

707: 打败小日本

708: 我操啥玩意儿

709: 怎么进游戏不久就闪退  其他手游还好  无语了   希望改进

710: 话说有合唱团工藤新一吗，败笔！

711: 那个定位到的能人性化点吗，能分成两性定位吗。我想定位到的全是妹纸。

712: 一打开就闪退，玩都没玩过

713: 不好玩，没意思。。。

714: 真相只有一个，凶手就是你(*^__^*)

715: 剧情还原度很高，动漫里的人物基本都有出现

716: 很好玩 首充了下 就有 合唱团柯南勒

717: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

718: 卫星定位，很高大上啊

719: 好玩！大爱名柯！怒赞！希望游戏越办越好！

720: GOOD！游戏很好玩很喜欢~

721: 画面挺不错，配音感觉会不会是原班人马…

722: 名侦探柯南OL很给力啊 祝柯南越来越火 名侦探柯南OL越来越给力!

723: 我换到288的礼包啦，超级棒！

724: 980礼包是什么东西

725: 什么鸟游戏，闪退，bug，用户界面极其不科学。。

726: 根本登录不进去，说是网络接点错误，叫我把wap改成net，可我改了还是一样的

727: 很无聊，和以前的卡牌没区别，唯一的看点就是不同服装的哀殿了！

728: 坑啊，进去了说更新失败，登录上了进不了游戏画面，闪退无数次，千万别下，下了卸载都一堆垃圾，瞎了我钛合金眼啊

729: 闪退！别的五星！求解答

730: 闪退是什么鬼…

731: 闪退

732: 不适合我。。无聊啊，

733: 柯南都开始不办案了，开始打架了，哎……没有个推理的游戏吗？

734: 太好玩了6666666666

735: 相当好玩，正版授权，还原度高，不像其他一些手游那么坑钱，看来可以玩一段时间了

736: 就冲着摩友世纪，我不但不下游戏而且必须差评

737: 5月20号我还能进去，可是今天晚上我怎么进不去了那？进去就自动退出什么情况？有人知道吗？

738: 哪里可以兑换？

739: 真是太赞了!!我超级爱玩的(≧?≦)vrey nice

740: 影愈黑，暗愈浓，推理之光划破夜空~~

741: 不知道能不能在游戏中见到黑衣组织BOSS呢

742: 柯南正版手游必须五星好评

743: 人物之间都有缘分，阵容的选择十分重要

744: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

745: 服务器竟然爆满 爆满 爆满进不去！

746: 买个月卡玩玩看

747: 有新兰党没？

748: 好玩 不错

749: 那个全球定位很有意思的

750: 业界良心 经典还原

751: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

752: 赶紧开新服赶紧开新服

753: 沉睡的小五郎是五星卡  我也是醉了

754: 升级很快啊，第一天都快40级了

755: 签到就送我的女神灰原哀，赞！

756: 感觉有上百张卡牌人物，希望能早点儿收集齐

757: 礼包礼包~哪里可以领取礼包！

758: 然而柯南早已看穿了一切

759: 属性可以相克，千万别忽略

760: 步美的配音真是太好了，要是能多有点儿配音就好啦

761: 快来找我一起玩

762: 前一段新闻还在批柯南动漫，手游这都出了，看来是下了很大一盘棋里….

763: 柯南粉丝一定不能错过

764: 顶 柯南手游

765: 祝名侦探柯南OL越来越好，福利多多，玩家多多，相信很多人都很喜欢柯南，希望大家一起支持

766: 太好玩啦，根本停不下来

767: 游戏整体上不错，不过好友还不太完善啊，期待尽快出！

768: 上来就有阿笠博士..看来他不是终极BOSS…

769: 呵呵，看了好多年柯南，竟然出手游了

770: 可以上阵好多人物，看来要多多收集卡牌啦

771: 剧情跟动漫一模一样，又重温了一遍

772: 太好玩啦，必须五星好评

773: 我的名字是工藤新一，是解决困难案件的高中生名侦探~

774: 全球定位系统很有新意，剧情也很吊，人物美，好评

775: 从小学生等到大学生，柯南终于出手游咯~

776: 谁知道如何款速获取卡牌啊？

777: 游戏福利挺不错，感觉我这种吊丝也能玩….

778: 柯南出手游啦，不用去撸啊撸了…

779: 自从玩了柯南，一口气儿上五楼…

780: 全球定位里那个隔壁家老王总是来抢我的商店=.=

781: 柯南粉一定要把这个游戏顶起来

782: 大家是哪个区的啊。有人跟我一起玩么么

783: 真是落后就要挨打啊~~科技碎片 金币掠夺 竞技场都被欺负~~

784: 凶手仍为找出，侦探仍需努力

785: 说一下玩后体验吧，画风挺不错，剧情还原度挺高，玩法也比较丰富，就是体力不太够用，要想集齐一套侦探阵容比较困难

786: 同学介绍的，玩着还不错

787: 表示我玩了很久，每一次公测后原来的号就没有了，真的难过的，我很爱柯南，也爱这款游戏，但也不能这么搞吧，这已经是第三次重新玩了。。。

788: 求助求助，谁知道怎么加好友啊

789: 玩法很丰富，试练塔啊竞技场啊副本啊金币掠夺啊真是多

790: 给灰原哀配音的妹纸 挺不错挺不错……

791: 配音真是一级棒

792: 画面挺不错，人物也挺精致的

793: 专注柯南三十年

794: 全球定位 这个玩法有点儿吊啊

795: 柯哀终于在游戏里走到了一起  (*^__^*) 嘻嘻

796: 不枉我看了这么多年的柯南，竟然出手游了

797: 好评好评 nice

798: 虽然跟心里想的有些差别，不过总体上是一款不错的柯南手游

799: 柯南是款好游戏

800: 美了美了醉了醉了  柯哀柯哀柯哀=.=

801: 习惯性好评

802: 体力少 体力少~~我要体力 我要体力~~~~

803: 谁知道黑衣组织终极BOSS？

804: 画风很不错，玩法也很好

805: 终于圆了我的侦探梦~感谢CCTV~感谢柯南~感谢……

806: 剧情还原度真是高，基本上所有经典案件都能在副本中体验

807: 二十年经典

808: 麻痹进不去，大家千万不要下载我试了一下重启手机狂点进去但是还是弹出来，坑爹游戏，差评，我卸载在下还是没用

809: 为什么登录时说网络什么什么大

810: 游戏很好，300块的手机运行起来竟然很流畅。。。。。

811: 业界良心 经典还原

812: 那个全球定位很有意思的

813: 好玩不错！

814: 什么时候开新服啊？

815: 很好玩 首充了下 就有 合唱团柯南勒

816: 有新兰党没？

817: 买个月卡玩玩看

818: 力顶柯南，我是新兰党

819: 服务器竟然爆满 爆满 爆满进不去！

820: 魅族完美操作。。。

821: 说下感受吧：1.副本的剧情还原很高 2.PVP玩法也挺多 3.卡牌制作也很精美 4.暂时没想到-.-总之就是柯南粉丝一定不能错过

822: 恭喜大火！

823: 好玩好玩好玩好玩好玩好玩玩玩玩

824: 看见柯南正版我就滚进来了

825: 我要一个打十个~把所有侦探都收集齐~~

826: 探索游戏中

827: 卫星定位，很高大上啊

828: 柯南五星好评不解释

829: 感觉挺好玩的，全程有很多需要推理以及思考的地方

830: 经典还原  就是这样。

831: 其实一开始叫我玩名侦探柯南我是拒绝的，但是玩一下之后，感觉很不错，于是来给个好评，坐等公测！

832: GOOD！游戏很好玩很喜欢~

833: 小米手机完美运行~

834: 好玩！大爱名柯！怒赞！希望游戏越办越好！

835: 从来没玩过这么好玩的游戏！

836: 全球定位玩法真是碉堡啊…竟然发现周围好几个玩柯南的…

837: 好玩，酷爱柯南可以来玩，很有趣，反应很快，不会卡，礼包众多

838: 看柯南那阵儿还是小学生 现在都工作了 ，没想到竟然出手游了，一定要重温下

839: 挺好玩的游戏，看柯南有5年多了，终于等到一款柯南的游戏。

840: 很不错的游戏，非常喜欢柯南，争取做到最好

841: 什么时候开新服啊？

842: 剧情还原度很高，动漫里的人物基本都有出现

843: 很好玩 首充了下 就有 合唱团柯南勒

844: 科技碎片老被别人抢走，谁来教教我该怎么办嘛~呜呜~~

845: 敬请关注名侦探柯南，推理秀即将上演~~~

846: 力顶柯南，我是新兰党

847: 魅族完美操作。。。

848: 真相只有一个，凶手就是你(*^__^*)

849: 好玩好玩好玩好玩好玩好玩玩玩玩

850: 看见柯南正版我就滚进来了

851: 柯南正版手游必须五分好评！！！！

852: 我要一个打十个~把所有侦探都收集齐~~

853: 终于公测啦公测啦啦

854: 剧情还原度很高，动漫里的人物基本都有出现

855: 玩游戏的时候有一种重新看了一遍动画的感觉.-

856: 科技碎片老被别人抢走，谁来教教我该怎么办嘛~呜呜~~

857: 怪盗基德怎么弄啊？好想要~

858: 敬请关注名侦探柯南，推理秀即将上演~~~

