1: 为什么不出路飞老爸

901: 画面超炫的，真的是挺不错的

902: 朋友介绍我过来看地真的很不错呀！

903: 看了介绍以后我已经迫不及待的想玩儿了

904: 觉得挺好看，个人意见。。。。。

905: 非常令人心动的一款游戏喜欢喜欢

906: 有了新的内容，我要马上去挑战一下。

907: 游戏，到时我也来关注关注~~~

908: 新增了一些内容真的是很不错的

909: 内容更新了真的是令人惊喜呀

910: 额~~游戏好不好，只有亲自去玩了 才知道

911: 玩玩去，真的有点等不急待了

912: 这是一款中文游戏非常的人性化

913: 游戏的宣传真的是太有创意了啊，赞一个

914: 非常好的一款游戏我会继续玩下去

915: 27日更新以后给我们带来了更多惊喜呀

916: 游戏，让我窒息啦  肯定得玩啊

917: 说实话有了这个游戏还真就没有在玩别的游戏

918: 为这个游戏点赞他给我带来了很多快乐

919: 还真的是头一次听说游戏，心里小小的激动了一下

920: 这个绝对是海贼王爱好者的游戏了

921: 有没有在航海王交流群的小伙伴儿啊

922: 这么好的游戏，真给力

923: 这样的冒险感觉非常的刺激的

924: 想必这游戏玩起来也劲爆吧。。。

925: 没玩过，先去看看再说。。。。。

926: 作为一个海贼迷怎能错过这样的游戏呢

927: 游戏，不管有钱没钱我也会去玩的

928: 挑战梦想刺激挑战自我

929: 大家说说游戏玩的人多呀

930: 用我的新手机玩儿这个游戏实在是太爽了

931: 给我 一个公测的内测码吧，我想玩

932: 这款游戏绝对是游戏中的精品了

933: 游戏真的是太有创意了啊，给力

934: 有一种震撼就是游戏带给我们的，呵呵

935: 设计出这么好的游戏的人真的好牛啊

936: 游戏，比起其它游戏来的给力

937: 新极限斗技场回忆之战斗非常的好

938: 真令人羡慕呀，可是我不会玩游戏

939: 游戏真的有一种特别的魔力

940: 难得遇上这么好玩的游戏呀

941: 最喜欢在游戏里体验游戏的快感。。。。

942: 这样动作类的游戏玩着特别的爽

943: 转转转，让大家都知道游戏啊?

944: 新时代新玩法好给力的游戏

945: 希望这个游戏越来越好玩呀

946: 不错这款游戏棒的,很多小伙伴都很喜欢.

947: 挺不错的绝对好评这个游戏很喜欢

948: 这个暑假感谢航海王的陪伴

949: 玩儿这款游戏必须得有一个灵活的大脑呀

950: 因为这个游戏非常好玩，所以来好评了

951: 新版本的感觉更给力了支持一下

952: 享受着丰富多彩的反映真的很棒

953: 拥有一套好的装备很重要啊

954: 拥有这么多好评的游戏指定很好玩

955: 这么给力的游戏真的是没谁了

956: 这个游戏不错，看着就酷啊

957: 这么好玩的游戏我已经推荐给好友了

958: 这个是给玩家一个惊喜呀

959: 冒险的游戏是我最喜欢的类型了

960: 这两天一直在玩儿真的是着迷了呢

961: 装备不错玩起来爽歪歪的

962: 这个游戏我很多小伙伴都玩疯了

963: 这个游戏还没有玩过呢，特别想试一下

964: 冒险刺激的游戏我非常喜欢呀

965: 我觉得挺好玩的啊

966: 我艹，这游戏不能换装备啊

967: 哎。新的版本下载了肿么还是一直处于下载中

968: 新版本紫装进化一星打材料都出了n多个了返回一看始终不给你还是显示零个，坑爹不，

969: 丰富多彩的反应被你享受着。

970: 现在作品也能充分品味。你所需要的是一个灵活的大脑。

971: 看到别的玩家的装备，偶真是羡慕嫉妒恨呀

972: 觉得游戏很一般，不过画面还蛮好看的

973: 终于等到你，还好我没放弃

974: 一上手就停不下来。就算拿来跟历代游戏比较，本作应该也算是杰作。

975: 不只是技能，连装备使用都须学习，整体自由度令人佩服。

976: 哪怕是第一次接触这个系列的玩家，也能从这款游戏中感到十足的乐趣和丰富的玩法。

977: 家用游戏历史上最高的绘图技术。

978: 压倒性的高超素质和庞大容量。

979: 玩家自然非常期待这款新作。

980: 足以对应玩家任何玩法的平衡度，不管从哪一方面来看，都没有什么可以挑剔的地方。

981: 充满了乐趣、愤怒、悲伤和喜悦的故事

982: 精炼的本作不仅质量高，而且撰写的隐藏追加剧本也是非常的棒！

983: 给别人一个机会，也是给我们自己一份快乐

984: 在游戏中迷你游戏也是游戏的重要因素，游戏中要素也相当 丰富。

985: 感觉上就像是在看国外的精彩电视剧，从头到尾都想一口气看完。

986: 是的，玩游戏的感觉永远是我们心中的：呵呵

987: 虽然里面要素很多，使得我有点困惑了，但是这些才是值得享受的地方，对于初学者也是也是值得研究的地方。

988: 希望玩家无论如何都要体验下。

989: 让玩家不管选择哪个角色，都可以享受豪华的特效与爽快感

990: 哇靠，海航王，小时候的梦啊

991: 幸运的玩家将会通过手机以及战网邮箱收到来自官方的邀请

992: 游戏行业竞争本来就激烈

993: 好像挺有趣的，内容还算丰富

994: 想说爱你不容易，想说恨你更是不容易

995: 游戏的世界观在一种不可思议的化学反应下达到了几近完美的效果。

996: 对战用的舞台数量很多，一人用的模式分量亦非常的充实。

997: 玩惯‘X’以前作品的玩家可能会不太习惯

998: 为敢于反驳脑残粉的妹子点个赞

999: 航海王被喷坏了，我都看不下去了

1000: 重视团队协作的网络对战部分的加入使得这款游戏非常划算。

1001: 操作的时候感觉心情很舒畅，达到了所谓的人机结合的高度吧。

1002: 和好友一起组队进行一场快节奏的游戏，带来不同的战术和游戏方法。

1003: 现在的打法很无脑也没有太多变化的可能。

1004: 唯美的开场，表现力方面让人体会到游戏前所未有的感觉。

1005: 感谢一下游戏，回忆当初纯正的快乐

1006: 一些情怀元素可以让老玩家更加兴奋。

1007: 终于不坑了，尼玛之前玩的都是野货

1008: 不用担心关服什么之类的事情，比较放心哈

1009: 独一无二的系统和规则令人称道。

1010: 这么说来，我得去试试了

1011: 让我体验一把当大虾的感觉

1012: 3D视点操作的不满和烦恼一扫而尽。

1013: 之前也玩过，现在话不知道哪些方面有么有大的革新啊

1014: 新鲜，惊险，成就感，战 略性，加上曲折的故事情节

1015: 并且游戏中显示方法也有异次元的感觉，优质的西洋画色彩的演出

1016: 多尝试新的东西，不一定都是失望，生活也是如此

1017: 让人感到真实的游戏故事一样。

1018: 责无旁贷，将再担兴国重任，踏上英雄荣耀之旅。

1019: 游戏适合静下心来享受

1020: 做得还是比较有诚意的一款手游

1021: 和写实很不同的动画风格的画面

1022: 非常值得玩到最后。

1023: 平时不怎么玩游戏，这个游戏已经出过好长时间了。

1024: 可以自动进入拟态的迷彩系统，即便是对初学者来说也非常容易上手。

1025: 喷来喷去确实没意思，咱玩一下不就知道了

1026: 能把与同伴并肩作战的感觉表现的如此贴切，光实现了这点就让人佩服不已！

1027: 故事纠缠的巧妙剧本和演出给了玩家们在名作中前所未有的最多的时间。

1028: 画面感觉好看 不知道玩法怎么样

1029: 武器种类倒不算少

1030: 需要反击和战略性的战斗本身很有意思。

1031: 玩家可以个性化定制来自不同角色，来找到适合自己游戏风格的角色。

1032: 游戏的打击感还算不错，爽快且连贯，演出效果还算不错。

1033: 映像表现的极好！

1034: 准备了舞台编辑，又可以阅览跟本作有关的详细资料等设计也很好。

1035: 沉迷其中，现在做梦都在。。。……。……。

1036: 引人入胜的战斗场面，使人忘记了时间，毫无疑问是游戏历史上的瑰宝。

1037: 多人协同作战之后都能分享成果。

1038: 游戏好像还不错的样子，出了可以玩一玩。

1039: 正确看待游戏，不要过分上瘾

1040: 相当好上手，只是门槛较高，两三下就被全灭的情形并不罕见，千万不可以大意。

1041: 笨蛋只知道问，不知道去官网查啊？

1042: 最近确实有很多航海王的新闻那，他们的宣传做的真好

1043: 充满真实感的画面、看似复杂却又很好上手的系统

1044: 当你体会到他们的感觉的时候，将会深深触动你的心灵，甚至会带出你的泪水。

1045: 刀塔确实不错，也不能因此就说其他的不好，对吧

1046: 游戏各种要素使得游戏耐玩度非常之高。

1047: 看到别的玩家的装备，偶真是羡慕嫉妒恨呀

1048: 游戏性很强且内容十分成功，剧情的周密度让玩家能够在紧张的游戏中体会到前所未有的“乐趣”。

1049: 制作团队的热情和干劲是值得钦佩的。

1050: 不要用神一样的标准来要求所有玩家    毕竟多数玩家只是图一时之乐

1051: 恰如其分的烘托出了游戏的紧张气氛，同样引导性良好，两者之间取得了绝妙的平衡。

1052: 虽然妹子说话有点激动，但是我喜欢，哈哈

1053: 就是游戏好玩

1054: 全新的武器购入和自定义要素也乐趣 十足。

1055: 可以感受到设计者出色的技术、品味与努力，是一款最棒的作品。

1056: 首先很不容易的移植，加上各种要素配合强大的技能等等方面体现诚意。

1057: 没什么理由就是开心！

1058: 描画登场人物的表情等也非常的细致。

1059: 让玩家更好的去理解剧情当中的魅力。

1060: 真得希望我们大家都能从游戏中得到快乐

1061: 无论技术好坏都可以打得比以前更痛快。

1062: 本次在一人玩的部份也有大份量。

1063: 游戏里的谜题和战斗的难度也很适中，既不会太难，又给予你充分发挥的余地。

1064: 激活码现在可以抢了吗，尼玛为嘛不早说

1065: 最近有看过宣传片很霸气哦

1066: 纯粹的简单和快乐，游戏能给到

1067: 是啊，好不好玩咱试试不就知道了

1068: 在线联机模式灵活运用了正篇游戏的系统和规则，令游戏的耐玩度大大提升。

1069: 终于在千呼万唤之中出来了，在下作为非常喜欢

1070: 不知道为什么就是喜欢玩

1071: 就连配角的演技、演出和节奏都非常好。

1072: 游戏中大到房屋、树木、河流，小到电视收、音机和书本杂物每一处画面的制作都细致入微，且光影搭配十分恰当。

1073: 仰视天空，灿烂的阳光很晃眼，石头上逃跑的昆虫……。

1074: 尤其是一边走地图看风景、一边进行战斗，更是有着让人玩到忘记时间的魅力！

1075: 内涵深刻的故事不但在旅程间，在一个个游戏版图里就已丰富地展开。

1076: 游戏提供了一系列不同战场供玩家选择。

1077: 航海王出来了么？怀念从前一起玩

1078: 在现在越来越讲究爽快与快节奏的年代，这样的游戏可能会让人有种节奏很慢的感觉

1079: 各种各样的剧情大量地交错在一起，而且时机的设计也十分绝妙。

1080: 是的，诚意邀请而已，玩一把不就知道了

1081: 坚强的明星阵容表现得更为生动

1082: 每次游玩都会有新的发现，而且每次对战都会尝到喜悦与懊恼。

1083: 日本那边做的游戏应该会比国内做的好玩吧，国内只知道赚钱，国外是做的一个品牌！支持航海王起航这个游戏

1084: 请问大家有什么看法？我绝对喜欢这个帖子

1085: 对于游戏，有一种难舍难分的感觉

1086: 恩，少点揣测，多些本真，我喜欢

1087: 需要慢慢去品味这一款意味深长的游戏

1088: 看名字感觉还是蛮不错的

1089: 它代表着一个无形的精神力量

1090: 我也是刚来玩的，是，都不会！我问了下游戏的那些人，他们都是行家呀。

1091: 对战部分让不确定要素变得更重

1092: 游戏具有亲合力的画面，使整个故事浅显易懂。

1093: 一人玩的模式相当丰富 这点也很好。

1094: 是否会有内测？什么时候开始？我如何申请参加？

1095: 果断收藏，不浪费之前练出来的好技术

1096: 老实说确实是个好游戏。。。

1097: 现在看来 有了新的活力··准备 来试一试

1098: 楼主说的就是简简单单滴玩个游戏呗，我赞同

1099: 我玩游戏从来不和别人比什么，就是为了长乐子，比个什么意思呀

1100: 一定要人多，这样人多才好玩

1101: 心理和心情都表现的很清楚，是个阅读起来心情会很好的剧本。

1102: 玩这么多年游戏啦，这真是头一次听说这样改革的

1103: 完美的图像加上大量的隐藏要素。

1104: 玩游戏的人表示深深折服

1105: 已进入了一个新纪元

1106: 很多战场都拥有环境特色，比如堡垒，这些建筑会分布在双方基地间的通道中。

1107: 有种来单挑！！！！！！！！道神很强！

1108: 好久没找到好玩的游戏了，去试试看……

1109: 看了一下是不错，听说操作会简单一点

1110: 玩的时间也是自由的，请自由的发挥吧。

1111: 恩，并没有撕逼，是部分人严重化了

1112: 没有终结的游戏方式令人痴迷！

1113: 在虚拟世界里想真实的那样生活

1114: 充了钱没反应，早上冲的到现在都没到账，这算诈欺吗

1115: 游戏很明显不是以升级为目的

1116: 游戏容量绝对没有二话

1117: 游戏中还有很多有趣的地方值得玩家分享。

1118: 游戏中神秘的难易度，在不同的情况下游戏也会有很多游戏要素存在，隔了几年，还可以再开心的游戏。

1119: 游戏绝对有超高的质量。

1120: 演出新颖，而且具有冲击感。音乐也很棒。

1121: 即使讨厌被这个世界拉进来也会被游戏的魅力吸引住。

1122: 毫不夸张的说游戏达到了一个高峰，不管你是公认的高手还是业余玩家都会为之激动。

1123: 没有游戏下载地址么？

1124: 感觉游戏还不错的样子，先收藏一下吧

1125: 你每次在游戏里探险的时候都会有更兴奋的体验

1126: 豪迈动作绝对值得一看。

1127: 配合每个场景的视觉和音乐以及加入的效果音都可以说是极其优秀的.

1128: 游戏画面和音乐的质量都很高，新系统的加入使原本单调的搜查过程更加华丽有趣

1129: 您的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。晕，大家多少级了啊！以后别杀我啊！

1130: 游戏带来的冲击已超越

1131: 哥大神一般的实力，一定可以顺利崛起，在游戏里面展示我的强大无比啦，你还在等神马？聪明的话就赶紧跟我一起来玩吧

1132: 让对战变得更为热闹。

1133: 逐步开放的系统，使整个游戏玩起来极为引人入胜。

1134: 操作的时候也会存在紧张的感觉。名作。

1135: 扎实地将玩家引入剧情，自由度很高，耐玩要素也很够。

1136: 哥的技术还是不错的，lz到时候一起啊

1137: 具体的沟通在游戏中变的更加的特殊化。

1138: 游戏的技术进步总是让我吃惊，强烈认为，这是一个款很好的体现出 DC的硬件机能的软件。

1139: 里面的每一个元素都充满着乐趣，我们很难控制自己不爱上游戏里的世界。

1140: 这款电子游戏绝对是最富娱乐性的作品

1141: 说实话，玩游戏也要有些节制的

1142: 国内的很多游戏都很一般，老是玩别人的太不爽了

1143: 这个游戏，太多人都记着他呢，只要看到名字的就会过来

1144: 地图则提供了不同的挑战。在这里，变幻莫测的神统治着这里。

1145: 这样游戏就能把在线混战游戏激烈的战斗和来来回回的游戏模式浓缩为有趣、快速并充满战斗的游戏，玩家很容易就可以在午休时玩上几把。

1146: 同时准备了十足能刺激玩家收集欲望的机制。

1147: 唉，网络游戏快成鸡肋啦，弃之有味，玩之真累

1148: 我已经完成了内测资格的申请，接下来我应该做些什么？

1149: 这是一个美丽的世界，感动的故事情节，魅力的登场人物。

1150: w玩到现在 。感觉PK 不适合我 像我这种水平，还没上，就被虐了。

1151: 是lz介绍的少，大家可以去搜一下就知道了

1152: 每个角色独特的天赋树都让玩家拥有这些有趣的选择。

1153: 可以很骄傲地说这就是一款游戏！真诚地向大家说一声：玩吧。

1154: 您的赞美就是给作者最大的回报，觉得好就表扬TA一下吧。确实是这样，没有什么必要去抵制，不好玩就算了呗，没试怎么知道呢

1155: 随着游戏的进行，可以通过独特的天赋和技能来自定义喜欢的角色和职业。

1156: 游戏中的妹子好性感

1157: 脑洞大的人也是操碎了心

1158: 设计亲切而用心。

1159: 画面很不错啊，我喜欢萌萌哒

1160: 简直太有趣的冒险了！

1161: 这种慢节奏会给玩家带了一种不一样的感觉。

1162: 备齐了各种一人玩也会玩到上瘾的模式

1163: 就应该学习楼主这种简单的生活态度

1164: 当然这种刺激感很有趣就是了。

1165: 每个男银心中都有一个海贼王梦吧

1166: 你……妈……更新后我64区的号进不去

1167: 没有妹纸，这诱惑力也是一般

1168: 作为海航王的老粉，看到这个也是醉了

1169: 错综复杂的事件慢慢展开的趣味体现了高明的游戏性。

1170: 看到游戏宣传中说非常好玩，那也太有意思了吧

1171: 带出了一种全新的游戏表达体验。

1172: 当你解决掉一个谜题的时候你又会获得意外的惊喜

1173: 妹子说的很有道理，咱们只是为了快乐啊

1174: 制游戏还是做的比较用心的，画面什么的我认为好了。

1175: 压倒一切的美丽的图形。

1176: 不需切换画面就能战斗的玩法要花点时间来习惯

1177: 对操作的要求并不很强。

1178: 在玩游戏方面，我可是花费了不少的时间和金钱，也同时获得了快乐和幸福

1179: 由于引入联机协同作战使得游戏战斗方式发生了改变，同样能够体验与以往作品不同的战斗感觉。

1180: 各有各的喜爱，像那些喜欢动漫的也许觉得航海王更好玩呢

1181: 坦率地说这些非常有趣。

1182: 说实话自己对游戏非常喜欢，剧本，系统，所谓游戏平衡，而且游戏的图像和声音都无可争议。

1183: 每个人都要想着这么把这些困难解除。

1184: 会让人在不知不觉之间玩的上瘾

1185: 航海王会怎么样 地图  玩法不知道会不会借鉴其它游戏的玩法

1186: 让这游戏得以继续   玩家游戏要是有神一样的无欲无求    那还用得着玩游戏、。。。。

1187: 音效上处理的优秀让人吃惊。

1188: 冒险模式相当耐玩，剧情表现方式也很漂亮。

1189: 能给人唯一无二的愉快的感觉，通过游戏能得到情感的净化和宣泄。

1190: 在游戏中享受游戏的快乐，这是毫无疑问的。

1191: 真没玩过这个游戏，不知道是打斗型的战略型的？

1192: 本就是优胜劣汰，脑残粉实在是太不可理喻

1193: 绝妙的颜色搭配使得游戏中存在的粗略点显得更加精美。

1194: 姑娘我敬你是条汉子！！

1195: 前面的俺都没玩过，不知道能不能让俺提起兴趣

1196: 即使是对动作游戏不太在行的玩家来说，也是一款非常值得尝试的作品。

1197: 游戏具有丰富的表现力，没有一个天才的制作人是没办法制作出这么高水平的游戏来的。

1198: 游戏什么时候可以下载 别碰 我是新人

1199: 正在找游戏呢，看lz说的不错的样子，进去看看

1200: 比以往作品更壮阔的剧情

1201: 这种高品质的图形。平整的运动特征。

1202: 玩家会无法自拔的一直玩下去。

1203: 保证了游戏的吸引度和投入感，是无可挑剔的。

1204: 你可以去官网看看啊！

1205: 角色的动作充满动感却又细腻。

1206: 这款游戏将会在什么平台推出？

1207: 3D技术渲染出的卡通画风成为一剂催化剂

1208: 会让人忘了时间、忍不住一直玩下去。大为满意

1209: 连续攻击，战斗的紧迫感等都非常的好。

1210: 楼主不要怕，谁喷你我骂他

1211: 简直象自己成为了游戏中的人物一样，可以身临其境的体验游戏世界。

1212: 翻滚吧，LZ，妹纸还有吗，给哥一个吧！

1213: 战斗切入方式的意外让人刺激。

1214: 有意思吗？每次更新都要弄一堆托来刷评论

1215: 感觉不错，继续改进之类的

1216: 水的表现力和BOSS的震撼力等，漂亮并且 具有流动感的画面和运动是必须的。

1217: 哥已经不玩游戏好多年，看到宣传心好痒，有种再次尝试的欲望

1218: 剧情走向虽然很正统，但演出仍然非常出色。

1219: 正版IP比粗制滥造的手游好

1220: 本作无疑是对老少皆宜的游戏这个概念的最完美诠释！

1221: 利用良好的经验和3D的全方位观察，如果你像冒险，那是一个脱颖而出的美丽领域。

1222: 庞大的游戏容量，加上数不尽的新旧剧情要素相结合

1223: 看了这么久，终于有个正义感十足的妹子发声了

1224: 更适合我，感觉更自由。

1225: 哪位朋友来几张截图看看，感觉一下场面如何

1226: 虽然并非没有缺陷，但是实在找不出具体的缺陷！

1227: 好玩就玩不好玩拜拜~

1228: 技能系统，升级系统，联机协作等要素的引入使得作品与以往相比有了较大不同。

1229: 游戏中出现了之前试玩演示中从未见过的大量新装备，内容相当充实。

1230: 游戏开场的时候给了我不小的震撼

1231: 怎么抢激活码，能不能透露一下

1232: 和传奇一个时代的经典啊

1233: 冒险，虽然有大概的目的，但是游戏中准备了的很多的岔道，各个地方都被准备了的很多的谜题。

1234: 是的，脑残粉泥揍开

1235: 由于可以自由地选择游戏风格和方式，加上隐藏要素非常丰富，因此以后会更加有趣。

1236: 天真可爱的东西填补了空白的心。

1237: 听说填个手机号就能有激活码，是不是真的

1238: 游戏渲染出一种难以表达的韵味，角色眼球的转动就已表达出了他们的情感

1239: 在剧情中穿插各个职业的搭配组合也使得游戏变得乐趣无穷！

1240: 在影片与动作部分的节奏掌控上做得非常顺

1241: 游戏正篇部分，不论从内容还是在线支持角度来看都非常充实，是一款让人找不到缺憾的游戏。

1242: 这个时间应该是活动比较多的时候，都是超值的活动。

1243: 在游戏的过关上来说一定不难，如果以完成为目标的话，是相当有琢磨头的。

1244: 游戏可以缓和紧张的情绪和传统游戏带给你的负担。

1245: 新加入一些要素，让游戏多了几分色彩

1246: 46区爆满进不去请修复

1247: 不要说别人的人物厉害就要削弱，别人也是主要体力，精力都花那个人物身上了。这游戏最大缺陷就是装备脱不下来，还有双倍的时候碎片明显减少。10次扫荡2次没有收获很正常。应该要提高一点爆率，也给玩家有点可以高兴的地方。

1248: 唉！！！无话可说土豪们玩的游戏

1249: 什么破游戏，打的宝箱数和宝箱里出的东西都不同，打了半天都白打了

1250: wei shen me yi zhi shan tui

1251: 现在真是更新的都不如原先了话费都不能开VIP了以前还能呢

1252: 我打完副本老是说数据错误重新登录，一直白打，怎么回事

1253: 刷关刷不过去，显示数据加载错误，怎会事，

1254: 打不了副本是怎么回事儿？

1255: 46区进不了？

1256: 我建议需要改编一下角色的名字，如奈美—娜美，撒谎布—乌索普.山智—山治

1257: 小编给我解释一下闪退是怎么回事。我还在注册就闪退出去了 够勤啊！

1258: 更新后连副本都打不了卧槽

1259: 新角色不是叫加布拉吗？

1260: 卧槽，清理了一天，终于能安装了，这安装真费劲

1261: 礼包领不了

1262: 阿金的大招发不出来！！！！

1263: 都一点了还进不去，我手机的事还是服务器的问题

1264: 现在十二点十分TM还不开

1265: 说的12点，这都过了

1266: 还没好

1267: 为什么还不开服

1268: 真是醉了更新完一上午了中午12:00也已经过了尽然还没开起……

1269: 都12点了怎么还不能玩啊？

1270: 说好的十二点他妈的

1271: 他妈的，说好的十二点

1272: 好玩是好玩，但是去玩通缉榜，匹配的全是战斗力比我高的，伤自尊

1273: 好玩啊！看街机海贼王推荐来的！！总之不管怎么样都要赞一个！！！！

1274: 坑爹啊！天梯太坑了，会不会匹配！没回都比我级别高的多，有那么多70，80级的吗？太坑了！

1275: 怎么充值了不给钻石啊！客服呢？给解释

1276: 通缉榜怎么回事啊！你妹的！坑人！71级打输58级的？

1277: 鸡吧游戏，一玩体力就没了

1278: 好玩

1279: 坑爹的游戏，天梯每回都是比我强大的玩家，能不能公平点呀！

1280: 我去4O级天梯竟然给我匹配一个59级还连续3次匹配同一人晕…………

1281: 希望再来个    四皇来袭    
      七武海来袭    现在只有女帝和米霍克   还差5个啊     CP9路奇（猫猫果实能力者       猎豹形态）   我认为CP9整个就是一个动物园    总之呢！  就是求多加些人物

1282: 这游戏也就是：路飞斯摩格吧唧三结义，黄猿赤犬青雉战驯鹿，克里克乱四皇，强高煮酒论催眠，红发监狱过五关斩六将，最后死在八手上，哲伦三顾监狱赶黑带，克洛单骑去珍宝，阿秋舌战群儒，帕鲁火烧赤壁，阿龙三气s将，古蕾娃单刀赴斗技场，流星火山通缉榜称王，黑带七擒女帝。最后钱归系统。（三国演义版）（以上几处有参考其他玩家，尚请原谅）

1283: 老闪退

1284: 我一打珍宝寻航马上退了

1285: 还可以

1286: 登陆不进去  一直提示请退出重新登陆

1287: 可恶的天梯，每回都输，还让不让人活了！

1288: 我现在有青稚 香克思 鳄鱼 人妖王 鹰眼 薇薇 还有那个S级用电的（名字忘了） 草帽海贼团除佛郎 骷髅外其他都有     最重要的是我到现在都没有充过钱（VlP0）  现在已经58级了  而且我只玩了50天而已  最高战力己达4万多了…………………………

1289: 我现在有青稚 香克思 鳄鱼 人妖王 鹰眼 薇薇 还有那个S级用电的（名字忘了） 草帽海贼团除佛郎 骷髅外其他都有     最重要的是我到现在都没有充过钱（VlP0）  现在已经58级了  而且我只玩了50天而已  最高战力己达4万多了…………………………

1290: 为什么竞技场不公平

1291: 玩这游戏闪退的，点个赞

1292: 垃圾游戏，

1293: 简直垃圾，游戏方式无聊，还利用海贼人物吸引你充钱，里面的人物和名称还有显著错误。

1294: 游戏方式无聊，还利用海贼王的名声吸引你充钱买英雄，没钱就没好人物，人物形象有的还有明显错误，名称也是。

1295: 我现在63级了，有香克斯，人妖王，红狗，艾尼路，路宝。我打算把路宝换了，换什么？有老沙，薇薇，青鸟，

1296: 什么都不说了，遇到航海王启航就卸了吧！整天一闪一闪亮瞎眼好玩啊？我由忠地问一句:你不累阿！累了没关系，还有,大量的海贼王人物帮你骗钱，海贼王人多是让你骗钱的吗？这就是江湖上流传的第一个月工资充学费。还有多少人为了艾斯扔了6块钱，可艾斯并不比9万贝里买的阿秋强，这个游戏改名为B级海贼王:阿秋三口吐死香克斯，小八倒拨麦哲伦，赤犬青稚黄猿三英战帕鲁，克洛明刀易挡，暗贱难防。我也是醉了。

1297: 这游戏我是骂还是不骂

1298: 这游戏太厉害了吧，分分钟闪退

1299: 坑爹，天梯绝对不公平！每回都比我级别高，还个个有vip！太坑了！

1300: 这个其实天梯是规划好的，你只要点匹配之后开始之前点战斗记录就发现是规划好的。

1301: 我到现在还没搞懂。赤犬的大招是犬齿红莲，还是流星火山。同等级团灭啊！盐你妹啊！团灭啊团灭啊！（重要的事情说三遍）

1302: 很不错的游戏！玩了一个多月了

1303: 最近怎么老闪退？

1304: 今天怎么回事，老是出现操作错误，一连串英文，请退出重新登录

1305: 如果不充钱，就会被充钱的人秒杀

1306: 坑人，天梯不公平！没回都比我高5级以上，太坑了

1307: 非常好玩  最好玩的海贼王了 还原了动漫不过链接不是很好wifi也有掉线状况希望改善 比较影响游戏体验！

1308: 尼玛这是游戏，草

1309: 暂时只给一分，等体验完了再说

1310: 阿秋觉醒后太牛了吧，他可是在动画中被乌索普打败的啊，而且路飞居然没有阿秋强，阿秋能削弱一大半战力吗，他可是B级啊！！

1311: 各种限时礼包。太坑了，每一回都是晶石礼包。没有什么别的。

1312: 让鹰眼和艾尼路强大一些。他们怎么说也算s级的！现在都弱成狗了！

1313: 通缉榜太坑爹了。一配都配到八九十级，能不能公平一点。我才50级呀！

1314: 可以尊重点事实吗？娜美，乌索普，阿秋。海贼王里那么垃圾。作业怎么能那么牛呢！尊重点事实。

1315: 可以给未来的海贼王路飞一点尊严吗？可以给四皇之一的香克斯一点尊严吗？阿秋太强了，b级可以把路飞喷死，太坑人了

1316: 我充了月卡为什么一点反应都没有

1317: 失龙我都看不上，什么时候出白胡子，我再用送的钻买

1318: 好玩，我没充一分钱，有4个ss，七八个s

1319: 登不上

1320: 闪退，差评

1321: 好啊制造商，又弄个乱杀人的监狱长雨之希留粗来骗钱。

1322: 路过看看

1323: 满满的

1324: 努力加载中，登不进入啊

1325: 450万，可怜的下载量，3.3分，可怜的评分

1326: 登不上去了…

1327: 为什么我玩通缉榜20局才赢一次，每次都是八十到九十级的，我才60级，能进阶洗练之类的东西全都弄了，但还是每次一玩通缉就被秒，希望官方能改一下通缉的玩法，哪怕多等一会时间，匹配到的是战力基本相同的也行啊！

1328: 阿秋太强了必须削弱

1329: 阿秋太强了，一个b级人物的口水差点儿喷死鹰眼，给他们点尊严好吗

1330: 坑爹呀！黄猿，青雉，赤犬45 ，为啥还打不过一个50级带阿秋，艾斯，米霍克的人？

1331: 卖号38区战力7万好角色好装备。只要200。要买联想！

1332: 官网是熊傻叉？50级的能匹配到90级的还重复匹配到，马勒戈壁就不能匹配到等级差不多的？

1333: 把人妖王降落实在太强了红发打不过人妖王

1334: 身为海米的我觉得，这游戏不充钱就没希望牛起来

1335: 我冲了800元只希望抽到三大将，结果B级英雄一大堆。

1336: 为了让我骂你们祖宗你们也是蛮拼的，这个匹配的规则敢不敢放出来给大伙看看，你们要就是匹配比自己高20级的我他妈的就认了，再也不骂你们，煞笔

1337: 为什么90级的都用薇薇，很厉害吗

1338: 玩这游戏闪退的请点赞

